Data,Filial,Código do Cliente,Código do Produto,Quantidade,Preço,Valor Total
44204,Leão,C2224,P3969,282,23,6486
44204,Leão,C5451,P8833,244,152,37088
44204,Leão,C6327,P5276,76,170,12920
44204,Leão,C6634,P6666,271,39,10569
44204,Leão,C7586,P4942,77,147,11319
44204,Leão,C7976,P2532,325,189,61425
44204,Leão,C9546,P4372,44,84,3696
44205,Leão,C2083,P9089,43,55,2365
44205,Leão,C3547,P2082,282,157,44274
44205,Leão,C6449,P7056,269,54,14526
44205,Leão,C7751,P6487,242,116,28072
44205,Leão,C9193,P8598,104,175,18200
44205,Leão,C9986,P8839,275,20,5500
44206,Leão,C3266,P4521,153,191,29223
44206,Leão,C7631,P9379,347,15,5205
44206,Leão,C8110,P4118,128,136,17408
44206,Leão,C8249,P1089,110,46,5060
44206,Leão,C8538,P1726,42,135,5670
44206,Leão,C8907,P2289,62,83,5146
44206,Leão,C8915,P6111,373,171,63783
44206,Leão,C9435,P1795,184,114,20976
44206,Leão,C9790,P2534,306,147,44982
44207,Leão,C1176,P2941,124,51,6324
44207,Leão,C1961,P7615,258,35,9030
44207,Leão,C2112,P5591,198,170,33660
44207,Leão,C2143,P4351,211,29,6119
44207,Leão,C2213,P5691,156,28,4368
44207,Leão,C2565,P4010,71,76,5396
44207,Leão,C2952,P7272,38,120,4560
44207,Leão,C2962,P2859,364,25,9100
44207,Leão,C4146,P2346,190,80,15200
44207,Leão,C4442,P9640,293,164,48052
44207,Leão,C6765,P5377,26,187,4862
44207,Leão,C7007,P9975,22,68,1496
44207,Leão,C8077,P5794,58,50,2900
44207,Leão,C8653,P7504,256,193,49408
44207,Leão,C9184,P8229,235,47,11045
44208,Leão,C2051,P1928,322,17,5474
44208,Leão,C2146,P4079,226,114,25764
44208,Leão,C2497,P9288,108,178,19224
44208,Leão,C2700,P4251,247,46,11362
44208,Leão,C3655,P3001,185,12,2220
44208,Leão,C4500,P9684,395,170,67150
44208,Leão,C5140,P2476,102,23,2346
44208,Leão,C5483,P8374,15,115,1725
44208,Leão,C5869,P5926,74,72,5328
44208,Leão,C6387,P7301,286,60,17160
44208,Leão,C6667,P5006,83,31,2573
44208,Leão,C6952,P8460,367,175,64225
44208,Leão,C7315,P4020,17,105,1785
44208,Leão,C7479,P5856,66,32,2112
44208,Leão,C7808,P1729,121,47,5687
44208,Leão,C7900,P9552,135,147,19845
44208,Leão,C8438,P1790,42,135,5670
44208,Leão,C9931,P7487,187,176,32912
44209,Leão,C2334,P5071,42,161,6762
44209,Leão,C2646,P8154,225,92,20700
44209,Leão,C7596,P7144,229,16,3664
44209,Leão,C8677,P1859,191,48,9168
44209,Leão,C9246,P1110,386,122,47092
44209,Leão,C9456,P3931,262,147,38514
44209,Leão,C9569,P2181,29,91,2639
44210,Leão,C3084,P3148,325,171,55575
44210,Leão,C4001,P5935,312,98,30576
44210,Leão,C4603,P3056,344,61,20984
44210,Leão,C5123,P9395,347,172,59684
44210,Leão,C5969,P7824,282,104,29328
44210,Leão,C6389,P9119,44,86,3784
44210,Leão,C7785,P3646,386,179,69094
44210,Leão,C8168,P1179,156,93,14508
44210,Leão,C8559,P1170,320,77,24640
44210,Leão,C9396,P5231,177,117,20709
44210,Leão,C9747,P9695,334,26,8684
44211,Leão,C1611,P1532,333,97,32301
44211,Leão,C2230,P1351,311,156,48516
44211,Leão,C2325,P3957,57,68,3876
44211,Leão,C3571,P2163,258,195,50310
44211,Leão,C3729,P5141,178,157,27946
44211,Leão,C4242,P6023,360,53,19080
44211,Leão,C6413,P2129,352,154,54208
44211,Leão,C6703,P9821,209,118,24662
44211,Leão,C7940,P4205,100,156,15600
44211,Leão,C8709,P3345,36,137,4932
44211,Leão,C8786,P9688,352,153,53856
44212,Leão,C1534,P9134,301,161,48461
44212,Leão,C1729,P1184,204,145,29580
44212,Leão,C2067,P1333,21,65,1365
44212,Leão,C2130,P9961,79,149,11771
44212,Leão,C2308,P1713,343,169,57967
44212,Leão,C4559,P8399,223,105,23415
44212,Leão,C6136,P7442,271,180,48780
44212,Leão,C7027,P3255,160,106,16960
44212,Leão,C8214,P5616,34,152,5168
44212,Leão,C8443,P5899,81,44,3564
44212,Leão,C8723,P6459,28,155,4340
44212,Leão,C8924,P3058,68,149,10132
44212,Leão,C9240,P2870,57,20,1140
44213,Leão,C1235,P8419,384,93,35712
44213,Leão,C2433,P6367,193,44,8492
44213,Leão,C2709,P4053,92,164,15088
44213,Leão,C3821,P5781,341,91,31031
44213,Leão,C4150,P7800,247,158,39026
44213,Leão,C5300,P1454,237,55,13035
44213,Leão,C6395,P3339,297,25,7425
44213,Leão,C6637,P4627,303,142,43026
44213,Leão,C7345,P2795,164,61,10004
44213,Leão,C8102,P2585,333,176,58608
44213,Leão,C8817,P5755,173,112,19376
44214,Leão,C3193,P7085,336,23,7728
44214,Leão,C3495,P3783,334,66,22044
44214,Leão,C4121,P7859,175,179,31325
44214,Leão,C4240,P2567,153,146,22338
44214,Leão,C5034,P5663,82,131,10742
44214,Leão,C6234,P1230,264,183,48312
44214,Leão,C7529,P2549,224,52,11648
44214,Leão,C7742,P7498,32,104,3328
44214,Leão,C8117,P1209,274,120,32880
44214,Leão,C8492,P9175,190,26,4940
44214,Leão,C9133,P5277,279,25,6975
44215,Leão,C1355,P5690,237,51,12087
44215,Leão,C1799,P5686,316,146,46136
44215,Leão,C5277,P1261,78,12,936
44215,Leão,C5550,P2964,287,158,45346
44215,Leão,C6179,P4224,167,25,4175
44215,Leão,C7932,P4454,31,83,2573
44215,Leão,C8784,P7140,220,68,14960
44215,Leão,C9173,P1421,85,154,13090
44216,Leão,C2038,P6955,32,30,960
44216,Leão,C3489,P4343,47,185,8695
44216,Leão,C3539,P2510,305,37,11285
44216,Leão,C5292,P3195,401,102,40902
44216,Leão,C6680,P7845,325,188,61100
44216,Leão,C8180,P2654,90,40,3600
44216,Leão,C9857,P5087,187,76,14212
44217,Leão,C1579,P1588,105,172,18060
44217,Leão,C2195,P3478,319,130,41470
44217,Leão,C3272,P3119,274,201,55074
44217,Leão,C3591,P5351,79,56,4424
44217,Leão,C3740,P2562,395,184,72680
44217,Leão,C6100,P8660,204,141,28764
44217,Leão,C6975,P1793,45,13,585
44217,Leão,C7797,P3176,245,190,46550
44217,Leão,C8974,P2150,143,112,16016
44218,Leão,C1687,P5653,42,124,5208
44218,Leão,C2868,P3758,53,118,6254
44218,Leão,C4768,P4780,210,174,36540
44218,Leão,C6381,P5639,174,190,33060
44218,Leão,C6599,P7772,21,187,3927
44218,Leão,C7228,P7378,101,77,7777
44218,Leão,C7306,P3540,356,164,58384
44218,Leão,C9359,P5848,54,120,6480
44218,Leão,C9860,P7379,77,150,11550
44219,Leão,C3084,P7235,309,92,28428
44219,Leão,C3903,P5743,71,87,6177
44219,Leão,C4067,P7579,119,14,1666
44219,Leão,C4094,P6754,176,177,31152
44219,Leão,C4854,P1163,119,56,6664
44219,Leão,C5220,P1253,399,145,57855
44219,Leão,C5967,P5747,126,122,15372
44219,Leão,C7868,P1533,115,140,16100
44220,Leão,C1237,P6963,184,112,20608
44220,Leão,C1420,P6262,12,96,1152
44220,Leão,C1431,P2303,179,199,35621
44220,Leão,C3400,P7956,373,166,61918
44220,Leão,C4143,P1321,169,117,19773
44221,Leão,C3707,P2001,368,13,4784
44221,Leão,C7336,P2606,387,78,30186
44221,Leão,C8361,P5096,186,176,32736
44222,Leão,C1272,P8014,86,46,3956
44222,Leão,C1746,P3914,28,53,1484
44222,Leão,C1965,P2757,173,137,23701
44222,Leão,C2944,P2317,70,201,14070
44222,Leão,C3663,P7635,131,15,1965
44222,Leão,C4809,P1997,49,174,8526
44222,Leão,C4985,P9784,340,25,8500
44222,Leão,C5025,P5020,72,142,10224
44222,Leão,C6551,P2585,261,27,7047
44222,Leão,C6677,P7096,52,86,4472
44222,Leão,C7518,P4741,74,160,11840
44222,Leão,C7767,P9396,158,168,26544
44222,Leão,C8625,P7631,93,164,15252
44222,Leão,C9705,P5635,148,108,15984
44222,Leão,C9737,P1559,301,62,18662
44223,Leão,C1260,P9572,393,193,75849
44223,Leão,C2162,P6825,183,118,21594
44223,Leão,C4088,P5368,206,169,34814
44223,Leão,C5228,P5382,336,97,32592
44223,Leão,C5706,P7011,84,43,3612
44223,Leão,C6062,P4914,346,170,58820
44223,Leão,C7391,P5920,292,145,42340
44223,Leão,C7893,P7906,157,182,28574
44223,Leão,C8112,P8858,335,60,20100
44223,Leão,C8899,P9788,144,124,17856
44223,Leão,C9028,P9082,58,188,10904
44223,Leão,C9614,P8923,166,184,30544
44224,Leão,C1697,P8310,36,190,6840
44224,Leão,C2362,P7623,391,37,14467
44224,Leão,C2369,P6480,128,194,24832
44224,Leão,C3003,P4470,205,191,39155
44224,Leão,C5909,P8283,32,12,384
44224,Leão,C6948,P6542,14,105,1470
44224,Leão,C8163,P8389,119,123,14637
44224,Leão,C8273,P2565,270,106,28620
44224,Leão,C8425,P3396,360,189,68040
44224,Leão,C8931,P5420,23,120,2760
44225,Leão,C2905,P7699,137,139,19043
44225,Leão,C3839,P9875,81,18,1458
44225,Leão,C4028,P7123,354,146,51684
44225,Leão,C4430,P3610,136,47,6392
44225,Leão,C5307,P1707,159,42,6678
44225,Leão,C5581,P7919,317,113,35821
44225,Leão,C7182,P7773,323,94,30362
44225,Leão,C7540,P2386,102,118,12036
44225,Leão,C8048,P1574,295,143,42185
44225,Leão,C8943,P8970,348,102,35496
44225,Leão,C9226,P4604,301,175,52675
44225,Leão,C9316,P7462,133,151,20083
44226,Leão,C9288,P2741,126,139,17514
44226,Leão,C9806,P6951,197,33,6501
44226,Leão,C9960,P9002,144,130,18720
44227,Leão,C1112,P7141,43,123,5289
44227,Leão,C5426,P1522,379,139,52681
44227,Leão,C5486,P9676,306,175,53550
44227,Leão,C7018,P2790,242,70,16940
44227,Leão,C7092,P9568,109,50,5450
44227,Leão,C7391,P3392,59,103,6077
44227,Leão,C8141,P1014,109,106,11554
44228,Leão,C1159,P9489,178,49,8722
44228,Leão,C1222,P4171,344,53,18232
44228,Leão,C1788,P7894,300,159,47700
44228,Leão,C1946,P4273,136,62,8432
44228,Leão,C2580,P6027,46,21,966
44228,Leão,C2860,P4932,193,154,29722
44228,Leão,C4613,P7271,89,196,17444
44228,Leão,C5510,P7632,115,133,15295
44228,Leão,C7465,P7024,285,176,50160
44228,Leão,C8645,P2273,147,30,4410
44228,Leão,C9590,P1692,216,173,37368
44228,Leão,C9931,P3515,122,112,13664
44229,Leão,C1278,P4650,390,23,8970
44229,Leão,C2183,P7632,377,78,29406
44229,Leão,C2645,P9873,170,73,12410
44229,Leão,C3376,P4342,40,164,6560
44229,Leão,C4621,P9438,209,117,24453
44229,Leão,C4683,P3811,201,120,24120
44229,Leão,C4802,P7063,338,81,27378
44229,Leão,C4975,P6122,223,39,8697
44229,Leão,C6458,P9633,349,117,40833
44229,Leão,C6880,P8092,251,193,48443
44229,Leão,C7656,P5181,241,126,30366
44229,Leão,C8027,P4563,202,145,29290
44229,Leão,C8279,P1438,142,167,23714
44229,Leão,C9467,P8309,357,139,49623
44229,Leão,C9885,P3731,253,176,44528
44230,Leão,C2245,P3659,170,59,10030
44230,Leão,C2336,P7718,351,197,69147
44230,Leão,C2546,P9792,111,67,7437
44230,Leão,C3567,P4153,188,92,17296
44230,Leão,C5834,P9775,182,164,29848
44230,Leão,C6033,P6354,324,116,37584
44230,Leão,C8979,P2093,283,98,27734
44230,Leão,C9075,P2608,285,68,19380
44230,Leão,C9596,P4003,395,99,39105
44231,Leão,C1661,P9237,85,193,16405
44231,Leão,C2777,P8149,373,66,24618
44231,Leão,C3284,P1628,268,194,51992
44231,Leão,C4403,P1305,180,74,13320
44231,Leão,C4764,P6300,164,159,26076
44231,Leão,C5249,P1097,32,25,800
44231,Leão,C5290,P9388,262,61,15982
44231,Leão,C6026,P2695,362,75,27150
44231,Leão,C7866,P4564,201,96,19296
44231,Leão,C8307,P4832,265,107,28355
44231,Leão,C8808,P3963,371,196,72716
44231,Leão,C8968,P6506,348,193,67164
44231,Leão,C9118,P9427,181,27,4887
44231,Leão,C9417,P7741,182,154,28028
44232,Leão,C1881,P9897,379,112,42448
44232,Leão,C1976,P4249,241,180,43380
44232,Leão,C4637,P1790,373,99,36927
44232,Leão,C5948,P8642,140,163,22820
44232,Leão,C6313,P1367,321,187,60027
44232,Leão,C6688,P5733,362,181,65522
44232,Leão,C7442,P5794,126,20,2520
44233,Leão,C1837,P4877,342,137,46854
44233,Leão,C2007,P8862,221,133,29393
44233,Leão,C2037,P4311,243,38,9234
44233,Leão,C2466,P5683,381,189,72009
44233,Leão,C2948,P3296,209,110,22990
44233,Leão,C4903,P2234,146,146,21316
44233,Leão,C6920,P8145,341,99,33759
44233,Leão,C7061,P3480,31,74,2294
44233,Leão,C8617,P6404,316,67,21172
44234,Leão,C2804,P3887,122,173,21106
44234,Leão,C3531,P9718,112,121,13552
44234,Leão,C4148,P2173,383,116,44428
44234,Leão,C4315,P2828,371,114,42294
44234,Leão,C4552,P4078,189,147,27783
44234,Leão,C5484,P9836,108,86,9288
44234,Leão,C7155,P9830,101,95,9595
44234,Leão,C7933,P8592,181,48,8688
44235,Leão,C1453,P9598,274,22,6028
44235,Leão,C2543,P1244,188,127,23876
44235,Leão,C4522,P9083,400,57,22800
44235,Leão,C5269,P7431,276,174,48024
44235,Leão,C6840,P3126,145,18,2610
44235,Leão,C7131,P9928,217,10,2170
44236,Leão,C5301,P8754,164,23,3772
44236,Leão,C5711,P7408,65,36,2340
44236,Leão,C7207,P4579,341,126,42966
44236,Leão,C8549,P7791,204,107,21828
44236,Leão,C8845,P9395,297,146,43362
44236,Leão,C9531,P4826,23,75,1725
44237,Leão,C1132,P3746,305,21,6405
44237,Leão,C1689,P4847,300,200,60000
44237,Leão,C2000,P7021,18,119,2142
44237,Leão,C2186,P7540,93,117,10881
44237,Leão,C2727,P9997,249,118,29382
44237,Leão,C3221,P1270,227,50,11350
44237,Leão,C5009,P4788,342,127,43434
44237,Leão,C5470,P7029,135,122,16470
44237,Leão,C5589,P9536,155,119,18445
44237,Leão,C6082,P7245,259,61,15799
44237,Leão,C7814,P9702,170,61,10370
44238,Leão,C1546,P9947,162,189,30618
44238,Leão,C2314,P4868,33,11,363
44238,Leão,C3098,P6979,293,195,57135
44238,Leão,C3548,P5378,267,59,15753
44238,Leão,C3564,P9712,115,91,10465
44238,Leão,C4501,P5763,107,151,16157
44238,Leão,C6778,P2171,203,52,10556
44239,Leão,C1125,P1742,144,149,21456
44239,Leão,C1418,P6617,40,58,2320
44239,Leão,C3057,P8142,295,166,48970
44239,Leão,C3955,P9412,396,116,45936
44239,Leão,C4342,P4874,321,131,42051
44239,Leão,C6516,P5964,394,16,6304
44239,Leão,C8274,P5487,329,195,64155
44240,Leão,C2334,P7749,228,199,45372
44240,Leão,C4669,P9891,45,152,6840
44240,Leão,C5576,P3438,89,52,4628
44240,Leão,C6136,P3358,24,112,2688
44240,Leão,C7227,P1459,353,77,27181
44240,Leão,C8336,P9314,163,14,2282
44240,Leão,C8466,P2462,226,25,5650
44240,Leão,C8527,P4926,144,16,2304
44241,Leão,C3323,P6641,384,86,33024
44241,Leão,C3601,P8382,391,125,48875
44241,Leão,C3759,P6870,260,12,3120
44241,Leão,C5872,P6386,200,68,13600
44242,Leão,C1366,P7393,274,49,13426
44242,Leão,C2621,P4930,345,191,65895
44242,Leão,C5422,P2297,217,159,34503
44242,Leão,C6317,P3092,186,60,11160
44242,Leão,C6714,P1195,362,45,16290
44242,Leão,C8267,P9337,135,34,4590
44243,Leão,C1012,P5908,37,52,1924
44243,Leão,C1142,P5657,183,122,22326
44243,Leão,C2827,P6221,191,11,2101
44243,Leão,C4518,P9678,146,124,18104
44243,Leão,C4805,P9550,62,15,930
44243,Leão,C9467,P8668,150,47,7050
44244,Leão,C3924,P6924,192,52,9984
44244,Leão,C4683,P4623,227,34,7718
44244,Leão,C5984,P8544,250,170,42500
44244,Leão,C6034,P7167,350,30,10500
44244,Leão,C6239,P4693,363,79,28677
44244,Leão,C6351,P2943,130,24,3120
44244,Leão,C7274,P8169,223,169,37687
44244,Leão,C9550,P8613,137,138,18906
44245,Leão,C1115,P2590,367,89,32663
44245,Leão,C1379,P6615,116,197,22852
44245,Leão,C4198,P2190,275,188,51700
44245,Leão,C4801,P1875,182,141,25662
44245,Leão,C5921,P6971,117,150,17550
44245,Leão,C6864,P5169,330,88,29040
44245,Leão,C7188,P1004,197,18,3546
44245,Leão,C8647,P2504,15,28,420
44245,Leão,C9106,P8034,291,127,36957
44246,Leão,C1372,P8212,221,47,10387
44246,Leão,C3033,P6020,195,93,18135
44246,Leão,C3414,P7134,332,68,22576
44246,Leão,C4274,P3732,367,129,47343
44246,Leão,C5172,P6657,267,56,14952
44246,Leão,C5679,P2536,79,126,9954
44246,Leão,C5834,P2186,109,90,9810
44246,Leão,C6298,P8955,141,53,7473
44246,Leão,C6486,P7384,82,110,9020
44246,Leão,C7069,P5551,101,86,8686
44246,Leão,C7848,P7623,173,185,32005
44246,Leão,C8205,P1036,384,46,17664
44246,Leão,C8799,P1843,263,183,48129
44246,Leão,C8921,P9625,248,112,27776
44247,Leão,C1902,P2482,176,40,7040
44247,Leão,C2187,P4281,269,15,4035
44247,Leão,C2260,P8205,378,47,17766
44247,Leão,C4170,P8558,12,118,1416
44247,Leão,C5255,P3312,162,44,7128
44247,Leão,C5262,P1424,174,45,7830
44247,Leão,C5435,P6627,300,54,16200
44247,Leão,C5839,P4334,330,159,52470
44247,Leão,C6375,P4352,381,134,51054
44248,Leão,C2028,P6702,83,141,11703
44248,Leão,C2516,P9318,282,79,22278
44248,Leão,C2573,P5143,319,117,37323
44248,Leão,C4278,P7224,214,174,37236
44248,Leão,C4639,P3966,315,33,10395
44248,Leão,C5162,P4179,366,135,49410
44248,Leão,C5246,P2489,60,100,6000
44248,Leão,C5679,P6735,246,52,12792
44248,Leão,C5973,P5465,291,100,29100
44248,Leão,C5986,P9780,241,89,21449
44248,Leão,C6571,P6311,359,130,46670
44248,Leão,C7475,P8839,113,179,20227
44248,Leão,C8595,P3280,249,20,4980
44248,Leão,C9780,P5622,225,23,5175
44249,Leão,C2017,P7060,41,126,5166
44249,Leão,C2508,P5205,88,32,2816
44249,Leão,C2691,P4049,74,10,740
44249,Leão,C4850,P6950,150,106,15900
44249,Leão,C5171,P7255,169,68,11492
44249,Leão,C5550,P1005,207,170,35190
44249,Leão,C5638,P5498,331,80,26480
44249,Leão,C5754,P7077,379,22,8338
44249,Leão,C6076,P1692,389,130,50570
44249,Leão,C7175,P3160,14,178,2492
44249,Leão,C7494,P6301,284,46,13064
44249,Leão,C8870,P3056,282,81,22842
44249,Leão,C9156,P9819,166,180,29880
44249,Leão,C9264,P6375,336,61,20496
44249,Leão,C9512,P6522,79,144,11376
44249,Leão,C9878,P3756,209,94,19646
44249,Leão,C9900,P2438,237,166,39342
44250,Leão,C1281,P3261,99,183,18117
44250,Leão,C2806,P6517,297,113,33561
44250,Leão,C3498,P9060,35,43,1505
44250,Leão,C5799,P4460,332,16,5312
44250,Leão,C6105,P2995,378,128,48384
44250,Leão,C6786,P5278,274,178,48772
44250,Leão,C7158,P7516,384,146,56064
44250,Leão,C8522,P5374,65,130,8450
44250,Leão,C9481,P4162,191,181,34571
44251,Leão,C2618,P5688,48,115,5520
44251,Leão,C3340,P3681,199,140,27860
44251,Leão,C4474,P4837,201,103,20703
44251,Leão,C4543,P2577,271,188,50948
44251,Leão,C5695,P1487,327,167,54609
44251,Leão,C5912,P2419,215,193,41495
44251,Leão,C6939,P1328,38,38,1444
44251,Leão,C8945,P9542,266,103,27398
44251,Leão,C9184,P1812,373,178,66394
44252,Leão,C2297,P2982,113,20,2260
44252,Leão,C2720,P8806,113,160,18080
44252,Leão,C5645,P2119,111,153,16983
44252,Leão,C7489,P7316,230,171,39330
44252,Leão,C9694,P6419,199,142,28258
44253,Leão,C1442,P6877,108,51,5508
44253,Leão,C2380,P7892,282,43,12126
44253,Leão,C2670,P1184,14,110,1540
44253,Leão,C3049,P2733,94,49,4606
44253,Leão,C3413,P2803,84,96,8064
44253,Leão,C4357,P5512,246,151,37146
44253,Leão,C4399,P3167,184,61,11224
44253,Leão,C5209,P9398,393,107,42051
44253,Leão,C6338,P2715,165,146,24090
44253,Leão,C6730,P9325,311,39,12129
44253,Leão,C7955,P1504,285,72,20520
44253,Leão,C8436,P7662,272,177,48144
44253,Leão,C9063,P5594,262,47,12314
44254,Leão,C2167,P3397,316,189,59724
44254,Leão,C2962,P2004,193,100,19300
44254,Leão,C3266,P1265,66,133,8778
44254,Leão,C3496,P6058,62,142,8804
44254,Leão,C5173,P7745,43,23,989
44254,Leão,C5766,P8098,80,153,12240
44254,Leão,C6641,P9777,79,18,1422
44254,Leão,C7645,P2639,167,109,18203
44254,Leão,C8229,P4570,19,46,874
44254,Leão,C8250,P2797,205,111,22755
44254,Leão,C8434,P4497,340,38,12920
44255,Leão,C1426,P6451,152,177,26904
44255,Leão,C2030,P2845,357,27,9639
44255,Leão,C3492,P6928,339,70,23730
44255,Leão,C5800,P9895,99,51,5049
44255,Leão,C7824,P5209,189,154,29106
44255,Leão,C7875,P5940,322,188,60536
44255,Leão,C7997,P3521,348,147,51156
44255,Leão,C8175,P1873,305,34,10370
44255,Leão,C8564,P3045,137,137,18769
44255,Leão,C8758,P9040,324,201,65124
44255,Leão,C8864,P8432,353,179,63187
44255,Leão,C9155,P3833,118,39,4602
44256,Leão,C3770,P6723,271,174,47154
44256,Leão,C4327,P8570,382,126,48132
44256,Leão,C4407,P8042,238,169,40222
44256,Leão,C4515,P7908,398,196,78008
44256,Leão,C5366,P8484,164,197,32308
44256,Leão,C5864,P4286,381,97,36957
44256,Leão,C7250,P3973,123,60,7380
44256,Leão,C8008,P6162,208,116,24128
44256,Leão,C8544,P1236,367,10,3670
44256,Leão,C8695,P5357,158,197,31126
44257,Leão,C1074,P4240,88,67,5896
44257,Leão,C1285,P8424,272,112,30464
44257,Leão,C1335,P4937,338,178,60164
44257,Leão,C2070,P6044,89,30,2670
44257,Leão,C2376,P3670,60,129,7740
44257,Leão,C2546,P9309,130,102,13260
44257,Leão,C3781,P9819,364,150,54600
44257,Leão,C4037,P1477,35,176,6160
44257,Leão,C5006,P2452,179,189,33831
44257,Leão,C6755,P5498,395,111,43845
44257,Leão,C6871,P7077,51,52,2652
44257,Leão,C7071,P6965,184,150,27600
44257,Leão,C7307,P7761,160,176,28160
44257,Leão,C7615,P4952,187,120,22440
44257,Leão,C8906,P9541,342,50,17100
44257,Leão,C9396,P1976,90,59,5310
44257,Leão,C9902,P8490,194,65,12610
44258,Leão,C3022,P2828,54,18,972
44258,Leão,C3432,P1028,114,24,2736
44258,Leão,C3939,P7107,275,66,18150
44258,Leão,C4636,P8488,243,109,26487
44258,Leão,C4956,P4738,154,152,23408
44258,Leão,C5337,P3743,258,143,36894
44258,Leão,C6378,P2022,139,88,12232
44258,Leão,C6983,P2181,176,90,15840
44258,Leão,C7406,P6350,377,62,23374
44258,Leão,C8456,P3051,51,200,10200
44258,Leão,C9652,P3089,386,92,35512
44259,Leão,C2434,P3422,279,177,49383
44259,Leão,C3341,P4769,366,106,38796
44259,Leão,C3999,P1914,210,33,6930
44259,Leão,C4829,P7118,330,108,35640
44259,Leão,C4853,P4165,65,54,3510
44259,Leão,C4863,P8006,274,185,50690
44259,Leão,C4981,P7204,304,36,10944
44259,Leão,C7044,P3898,368,116,42688
44259,Leão,C9192,P3867,309,94,29046
44259,Leão,C9213,P8985,71,175,12425
44259,Leão,C9949,P1092,213,27,5751
44260,Leão,C1355,P4672,109,78,8502
44260,Leão,C2049,P1524,229,153,35037
44260,Leão,C3373,P4437,62,170,10540
44260,Leão,C3449,P1035,260,30,7800
44260,Leão,C3515,P5191,166,83,13778
44260,Leão,C3684,P4666,96,153,14688
44260,Leão,C5762,P5240,166,67,11122
44260,Leão,C6665,P8657,97,86,8342
44260,Leão,C9257,P8459,159,111,17649
44260,Leão,C9665,P2603,111,197,21867
44261,Leão,C3637,P8626,160,135,21600
44261,Leão,C4226,P3542,275,93,25575
44261,Leão,C4248,P3424,260,135,35100
44261,Leão,C6379,P9694,255,16,4080
44261,Leão,C6718,P6553,370,23,8510
44261,Leão,C7308,P4032,359,162,58158
44261,Leão,C7631,P4357,277,167,46259
44261,Leão,C7782,P9678,27,134,3618
44261,Leão,C8304,P3727,328,142,46576
44261,Leão,C9238,P8304,188,153,28764
44262,Leão,C1299,P9010,30,88,2640
44262,Leão,C1415,P9388,119,58,6902
44262,Leão,C2913,P3269,302,45,13590
44262,Leão,C2963,P1892,11,96,1056
44262,Leão,C3351,P9663,318,65,20670
44262,Leão,C6154,P7503,321,83,26643
44262,Leão,C6511,P5861,34,25,850
44262,Leão,C6723,P7501,242,121,29282
44262,Leão,C8974,P3987,164,87,14268
44262,Leão,C9745,P9583,125,119,14875
44263,Leão,C1608,P9673,398,35,13930
44263,Leão,C1644,P6071,291,37,10767
44263,Leão,C2591,P5508,259,31,8029
44263,Leão,C2974,P5441,336,78,26208
44263,Leão,C3667,P7984,74,198,14652
44263,Leão,C7092,P6118,187,133,24871
44263,Leão,C7599,P8597,82,71,5822
44263,Leão,C7811,P9036,332,196,65072
44263,Leão,C9323,P9632,381,115,43815
44264,Leão,C3821,P6888,379,198,75042
44264,Leão,C5292,P8194,197,80,15760
44264,Leão,C6918,P3004,195,66,12870
44264,Leão,C7886,P5614,241,14,3374
