Data,Filial,Código do Cliente,Código do Produto,Quantidade,Preço,Valor Total
44203,Girafa,C3190,P4470,295,179,52805
44203,Girafa,C4684,P1167,48,30,1440
44203,Girafa,C5683,P1336,148,58,8584
44203,Girafa,C6409,P5967,179,35,6265
44203,Girafa,C6443,P3545,132,157,20724
44203,Girafa,C7000,P5846,85,116,9860
44203,Girafa,C7559,P4857,336,162,54432
44203,Girafa,C7876,P1834,75,127,9525
44203,Girafa,C9234,P9835,19,146,2774
44204,Girafa,C2144,P2097,119,39,4641
44204,Girafa,C2467,P1968,195,37,7215
44204,Girafa,C2964,P6315,179,122,21838
44204,Girafa,C3499,P2570,397,136,53992
44204,Girafa,C4453,P9119,377,131,49387
44204,Girafa,C5160,P2032,172,160,27520
44204,Girafa,C5279,P5284,309,121,37389
44204,Girafa,C5685,P2264,121,113,13673
44204,Girafa,C6050,P3535,70,131,9170
44204,Girafa,C6347,P5139,163,170,27710
44204,Girafa,C6920,P2774,355,161,57155
44204,Girafa,C7560,P7876,53,159,8427
44204,Girafa,C9846,P7196,385,137,52745
44204,Girafa,C9871,P4716,251,131,32881
44205,Girafa,C1595,P5273,276,147,40572
44205,Girafa,C2563,P7882,322,95,30590
44205,Girafa,C4135,P9742,331,33,10923
44205,Girafa,C4699,P1901,21,149,3129
44205,Girafa,C5133,P9911,40,61,2440
44205,Girafa,C6462,P3117,335,199,66665
44205,Girafa,C6737,P3638,94,34,3196
44205,Girafa,C8516,P1389,215,86,18490
44206,Girafa,C1622,P4902,175,125,21875
44206,Girafa,C2764,P3735,246,125,30750
44206,Girafa,C4200,P7897,54,40,2160
44206,Girafa,C4367,P8553,43,39,1677
44206,Girafa,C6410,P4930,179,112,20048
44206,Girafa,C7319,P5550,47,119,5593
44206,Girafa,C8083,P4943,70,164,11480
44207,Girafa,C2428,P6604,146,11,1606
44207,Girafa,C2516,P2097,270,113,30510
44207,Girafa,C3561,P7014,31,201,6231
44207,Girafa,C4007,P4921,366,164,60024
44207,Girafa,C4170,P2247,75,165,12375
44207,Girafa,C4817,P4097,259,145,37555
44207,Girafa,C4858,P5952,365,171,62415
44207,Girafa,C4982,P9697,141,33,4653
44207,Girafa,C7057,P6943,322,141,45402
44207,Girafa,C8795,P6148,328,122,40016
44207,Girafa,C9539,P1623,157,57,8949
44208,Girafa,C2467,P6039,45,53,2385
44208,Girafa,C2687,P6991,223,122,27206
44208,Girafa,C3349,P2974,298,162,48276
44208,Girafa,C4894,P3258,333,187,62271
44208,Girafa,C5869,P4725,116,101,11716
44208,Girafa,C6402,P9526,101,108,10908
44208,Girafa,C6841,P9029,150,112,16800
44208,Girafa,C6981,P1054,239,132,31548
44208,Girafa,C7071,P5567,262,85,22270
44208,Girafa,C7257,P6086,338,83,28054
44208,Girafa,C8207,P3142,288,178,51264
44208,Girafa,C8325,P4740,234,161,37674
44208,Girafa,C8375,P3362,334,21,7014
44208,Girafa,C8497,P8289,169,193,32617
44208,Girafa,C8635,P9004,86,21,1806
44208,Girafa,C8713,P2311,192,160,30720
44208,Girafa,C9696,P2201,160,76,12160
44209,Girafa,C1179,P1178,297,16,4752
44209,Girafa,C1823,P4663,383,122,46726
44209,Girafa,C3182,P1119,351,193,67743
44209,Girafa,C3523,P5797,15,81,1215
44209,Girafa,C4111,P4002,222,142,31524
44209,Girafa,C4286,P8934,364,44,16016
44209,Girafa,C4301,P4559,95,34,3230
44209,Girafa,C5738,P3031,286,95,27170
44209,Girafa,C5919,P3802,57,158,9006
44209,Girafa,C5981,P1030,199,109,21691
44209,Girafa,C7515,P3163,34,48,1632
44209,Girafa,C7889,P6620,391,28,10948
44209,Girafa,C8016,P9184,107,153,16371
44209,Girafa,C8242,P8994,23,187,4301
44209,Girafa,C9588,P3698,307,68,20876
44210,Girafa,C1512,P4143,74,181,13394
44210,Girafa,C1906,P5062,211,29,6119
44210,Girafa,C2067,P2370,21,178,3738
44210,Girafa,C2385,P3856,100,69,6900
44210,Girafa,C3144,P3210,326,28,9128
44210,Girafa,C3434,P2648,300,147,44100
44210,Girafa,C3833,P8115,183,196,35868
44210,Girafa,C4641,P1127,327,83,27141
44210,Girafa,C4860,P2079,114,152,17328
44210,Girafa,C5459,P4126,139,153,21267
44210,Girafa,C6433,P5593,314,67,21038
44210,Girafa,C7997,P1230,95,166,15770
44210,Girafa,C8379,P6108,65,102,6630
44210,Girafa,C9076,P5380,391,162,63342
44211,Girafa,C1788,P6774,256,190,48640
44211,Girafa,C2388,P5985,31,95,2945
44211,Girafa,C2751,P1545,72,25,1800
44211,Girafa,C3347,P4773,157,146,22922
44211,Girafa,C4447,P4750,331,74,24494
44211,Girafa,C4866,P3936,60,72,4320
44211,Girafa,C5569,P7756,133,142,18886
44211,Girafa,C8802,P7877,349,133,46417
44211,Girafa,C9029,P8886,223,138,30774
44212,Girafa,C1535,P5843,209,58,12122
44212,Girafa,C2302,P7365,163,129,21027
44212,Girafa,C3065,P8847,321,115,36915
44212,Girafa,C3465,P9370,312,84,26208
44212,Girafa,C3956,P7514,359,181,64979
44212,Girafa,C4111,P7164,389,145,56405
44212,Girafa,C4771,P8384,240,33,7920
44212,Girafa,C4999,P2958,379,29,10991
44212,Girafa,C5281,P4737,183,153,27999
44212,Girafa,C6735,P3344,55,129,7095
44212,Girafa,C7928,P2162,141,199,28059
44213,Girafa,C1868,P2353,354,171,60534
44213,Girafa,C3230,P5447,202,194,39188
44213,Girafa,C3694,P8907,243,11,2673
44213,Girafa,C4391,P8634,19,77,1463
44213,Girafa,C5383,P2600,182,117,21294
44213,Girafa,C5416,P8723,293,42,12306
44213,Girafa,C5670,P6072,365,113,41245
44213,Girafa,C6728,P4195,42,15,630
44213,Girafa,C7077,P2040,217,14,3038
44213,Girafa,C7090,P5446,92,181,16652
44213,Girafa,C7882,P1178,313,101,31613
44213,Girafa,C9159,P5943,178,117,20826
44214,Girafa,C1761,P9561,17,59,1003
44214,Girafa,C1782,P3733,95,14,1330
44214,Girafa,C2148,P5477,175,81,14175
44214,Girafa,C2241,P2210,55,48,2640
44214,Girafa,C2514,P3458,31,186,5766
44214,Girafa,C2834,P8708,333,38,12654
44214,Girafa,C4522,P9291,240,160,38400
44214,Girafa,C4771,P4492,91,162,14742
44214,Girafa,C5016,P8655,144,80,11520
44214,Girafa,C7613,P3713,68,157,10676
44214,Girafa,C7748,P4701,361,92,33212
44214,Girafa,C9006,P1511,213,121,25773
44214,Girafa,C9214,P3113,233,132,30756
44214,Girafa,C9313,P1993,333,168,55944
44215,Girafa,C1547,P1011,334,95,31730
44215,Girafa,C2115,P6699,264,179,47256
44215,Girafa,C2585,P4961,325,43,13975
44215,Girafa,C4925,P3397,396,162,64152
44215,Girafa,C4966,P1942,119,42,4998
44215,Girafa,C5351,P7585,104,177,18408
44215,Girafa,C6762,P8536,37,52,1924
44215,Girafa,C7735,P6240,378,196,74088
44215,Girafa,C9959,P1151,327,57,18639
44216,Girafa,C1534,P4205,152,177,26904
44216,Girafa,C1720,P7124,144,117,16848
44216,Girafa,C2127,P5304,306,80,24480
44216,Girafa,C2615,P7919,114,18,2052
44216,Girafa,C4051,P5482,229,67,15343
44216,Girafa,C6802,P4681,235,182,42770
44216,Girafa,C8685,P7060,161,61,9821
44216,Girafa,C9604,P8212,247,54,13338
44217,Girafa,C1109,P9471,285,169,48165
44217,Girafa,C1220,P9811,186,54,10044
44217,Girafa,C1273,P1107,376,124,46624
44217,Girafa,C1736,P7857,117,45,5265
44217,Girafa,C3234,P3393,101,201,20301
44217,Girafa,C4340,P2519,287,52,14924
44217,Girafa,C4761,P8323,389,151,58739
44217,Girafa,C6137,P6277,345,157,54165
44217,Girafa,C6634,P4915,31,154,4774
44217,Girafa,C7300,P7828,261,105,27405
44217,Girafa,C7952,P4480,76,131,9956
44217,Girafa,C8072,P2497,45,54,2430
44217,Girafa,C8344,P9890,264,53,13992
44217,Girafa,C9892,P1648,39,127,4953
44218,Girafa,C1441,P5072,356,77,27412
44218,Girafa,C2030,P8242,354,71,25134
44218,Girafa,C2226,P9746,99,61,6039
44218,Girafa,C2816,P6771,246,193,47478
44218,Girafa,C4919,P9356,234,176,41184
44218,Girafa,C5296,P5941,132,183,24156
44218,Girafa,C6094,P4112,66,130,8580
44218,Girafa,C7189,P5997,127,100,12700
44218,Girafa,C7886,P8578,53,114,6042
44218,Girafa,C9196,P2376,104,67,6968
44218,Girafa,C9434,P6481,70,48,3360
44219,Girafa,C1013,P1773,41,33,1353
44219,Girafa,C2057,P1726,11,188,2068
44219,Girafa,C2427,P2744,264,142,37488
44219,Girafa,C2845,P8075,235,192,45120
44219,Girafa,C2920,P8253,19,113,2147
44219,Girafa,C3177,P3967,189,58,10962
44219,Girafa,C4374,P1169,272,45,12240
44219,Girafa,C4545,P1409,217,122,26474
44219,Girafa,C4620,P8187,84,101,8484
44219,Girafa,C4666,P8425,186,44,8184
44219,Girafa,C6676,P8879,169,164,27716
44219,Girafa,C7045,P7787,389,134,52126
44219,Girafa,C7723,P9760,112,184,20608
44219,Girafa,C7989,P3150,351,166,58266
44219,Girafa,C8730,P6696,206,45,9270
44219,Girafa,C8914,P8850,184,169,31096
44220,Girafa,C1278,P7163,98,161,15778
44220,Girafa,C3070,P7119,135,28,3780
44220,Girafa,C3266,P9824,229,180,41220
44220,Girafa,C3417,P9000,128,95,12160
44220,Girafa,C4950,P6624,14,107,1498
44220,Girafa,C5381,P2759,376,29,10904
44220,Girafa,C5513,P9872,229,164,37556
44220,Girafa,C5933,P5768,257,58,14906
44220,Girafa,C6722,P6717,355,165,58575
44220,Girafa,C6756,P6404,341,80,27280
44220,Girafa,C7330,P8095,249,181,45069
44220,Girafa,C7476,P1977,285,121,34485
44220,Girafa,C8270,P7929,363,54,19602
44220,Girafa,C8368,P2299,124,164,20336
44220,Girafa,C8665,P3903,217,12,2604
44220,Girafa,C9572,P9760,252,57,14364
44220,Girafa,C9824,P2580,85,160,13600
44220,Girafa,C9953,P6819,282,113,31866
44221,Girafa,C2806,P3548,228,117,26676
44221,Girafa,C2900,P2389,140,68,9520
44221,Girafa,C3282,P5612,310,27,8370
44221,Girafa,C3690,P9957,221,84,18564
44221,Girafa,C5894,P9041,292,13,3796
44221,Girafa,C7671,P3027,188,104,19552
44221,Girafa,C8630,P7960,165,16,2640
44221,Girafa,C8821,P2827,29,54,1566
44222,Girafa,C1407,P7055,304,45,13680
44222,Girafa,C1695,P4837,86,187,16082
44222,Girafa,C2542,P5830,288,109,31392
44222,Girafa,C2639,P8746,206,21,4326
44222,Girafa,C3798,P4568,316,31,9796
44222,Girafa,C4133,P7098,150,40,6000
44222,Girafa,C5781,P1791,134,69,9246
44222,Girafa,C6011,P4183,214,135,28890
44222,Girafa,C6121,P2414,82,37,3034
44222,Girafa,C9482,P3010,271,20,5420
44222,Girafa,C9699,P3033,85,33,2805
44223,Girafa,C2405,P7678,246,80,19680
44223,Girafa,C2680,P5345,246,157,38622
44223,Girafa,C3571,P3558,51,26,1326
44223,Girafa,C4530,P2800,19,83,1577
44223,Girafa,C6309,P1751,98,107,10486
44223,Girafa,C6346,P1458,373,64,23872
44223,Girafa,C7619,P2148,232,118,27376
44223,Girafa,C8195,P2204,239,93,22227
44223,Girafa,C9434,P1552,312,63,19656
44223,Girafa,C9541,P4254,332,188,62416
44224,Girafa,C2079,P9879,14,172,2408
44224,Girafa,C2260,P6160,126,160,20160
44224,Girafa,C4362,P1380,15,78,1170
44224,Girafa,C5804,P2291,310,166,51460
44224,Girafa,C6098,P1021,356,23,8188
44224,Girafa,C6230,P8588,51,165,8415
44224,Girafa,C6976,P4828,286,106,30316
44224,Girafa,C7419,P2714,332,27,8964
44224,Girafa,C9166,P7396,58,74,4292
44224,Girafa,C9608,P2428,345,47,16215
44225,Girafa,C3053,P1600,72,121,8712
44225,Girafa,C3308,P9150,102,163,16626
44225,Girafa,C3484,P9137,350,176,61600
44225,Girafa,C3755,P2566,386,52,20072
44225,Girafa,C4891,P5850,319,42,13398
44225,Girafa,C5072,P6330,207,146,30222
44225,Girafa,C5471,P9689,58,20,1160
44225,Girafa,C7339,P7442,252,101,25452
44225,Girafa,C8071,P4766,272,140,38080
44225,Girafa,C8491,P7716,224,99,22176
44226,Girafa,C2525,P7948,308,183,56364
44226,Girafa,C3394,P2678,253,96,24288
44226,Girafa,C4465,P5861,387,143,55341
44226,Girafa,C6357,P3062,233,111,25863
44226,Girafa,C7140,P2318,343,155,53165
44226,Girafa,C8267,P5525,291,166,48306
44226,Girafa,C9297,P7308,162,193,31266
44226,Girafa,C9677,P4367,191,58,11078
44227,Girafa,C1551,P9044,399,69,27531
44227,Girafa,C2278,P4675,39,46,1794
44227,Girafa,C3257,P4981,53,74,3922
44227,Girafa,C3505,P4673,345,150,51750
44227,Girafa,C4840,P1681,270,143,38610
44227,Girafa,C5055,P3795,218,97,21146
44227,Girafa,C5208,P6280,109,158,17222
44227,Girafa,C5719,P5943,42,41,1722
44227,Girafa,C6124,P4104,305,153,46665
44227,Girafa,C7050,P6514,46,53,2438
44227,Girafa,C7600,P6648,270,92,24840
44227,Girafa,C7610,P8834,288,55,15840
44228,Girafa,C1341,P3823,215,102,21930
44228,Girafa,C1503,P8495,123,125,15375
44228,Girafa,C2192,P6801,288,44,12672
44228,Girafa,C4807,P9502,52,108,5616
44228,Girafa,C4979,P4506,220,146,32120
44228,Girafa,C5169,P1753,102,84,8568
44228,Girafa,C5825,P4135,113,49,5537
44228,Girafa,C6060,P9421,140,149,20860
44228,Girafa,C6848,P7969,322,123,39606
44228,Girafa,C6917,P3600,359,34,12206
44228,Girafa,C7009,P5277,131,82,10742
44228,Girafa,C7451,P8400,344,41,14104
44228,Girafa,C8587,P7629,170,111,18870
44228,Girafa,C8750,P6156,227,83,18841
44228,Girafa,C9695,P5574,296,35,10360
44228,Girafa,C9799,P7802,185,110,20350
44229,Girafa,C1502,P3240,58,44,2552
44229,Girafa,C1687,P7794,342,110,37620
44229,Girafa,C1830,P1949,364,156,56784
44229,Girafa,C2134,P1665,78,196,15288
44229,Girafa,C4354,P2538,20,18,360
44229,Girafa,C5348,P2669,323,152,49096
44229,Girafa,C5612,P1750,180,179,32220
44229,Girafa,C6710,P3653,139,191,26549
44229,Girafa,C6719,P1785,50,44,2200
44229,Girafa,C8760,P6397,171,111,18981
44229,Girafa,C8860,P1241,62,78,4836
44229,Girafa,C9339,P8580,109,112,12208
44230,Girafa,C1221,P5224,87,72,6264
44230,Girafa,C1908,P3510,353,140,49420
44230,Girafa,C3214,P9124,365,147,53655
44230,Girafa,C3473,P4111,317,170,53890
44230,Girafa,C4349,P9099,307,182,55874
44230,Girafa,C4774,P9978,24,51,1224
44230,Girafa,C8554,P1214,175,38,6650
44230,Girafa,C9434,P8331,96,75,7200
44231,Girafa,C1402,P2849,216,37,7992
44231,Girafa,C1568,P1850,14,58,812
44231,Girafa,C1804,P3391,106,48,5088
44231,Girafa,C1947,P2945,253,182,46046
44231,Girafa,C3081,P7410,245,99,24255
44231,Girafa,C3423,P7598,250,104,26000
44231,Girafa,C4814,P6123,222,180,39960
44231,Girafa,C4881,P3389,161,26,4186
44231,Girafa,C5178,P3792,296,94,27824
44231,Girafa,C5537,P3370,256,50,12800
44231,Girafa,C5842,P8796,269,178,47882
44231,Girafa,C8507,P5175,239,20,4780
44231,Girafa,C9227,P8839,109,48,5232
44231,Girafa,C9337,P7524,210,147,30870
44232,Girafa,C3069,P6114,12,107,1284
44232,Girafa,C3255,P7378,204,70,14280
44232,Girafa,C3313,P8622,265,47,12455
44232,Girafa,C3523,P1242,184,101,18584
44232,Girafa,C4409,P6016,275,133,36575
44232,Girafa,C5117,P2984,178,81,14418
44232,Girafa,C7656,P2198,166,78,12948
44232,Girafa,C8144,P6014,324,177,57348
44232,Girafa,C8382,P2319,248,129,31992
44232,Girafa,C9729,P8878,291,150,43650
44233,Girafa,C1885,P5135,344,123,42312
44233,Girafa,C1887,P4700,400,159,63600
44233,Girafa,C1999,P5040,301,44,13244
44233,Girafa,C2106,P9396,122,146,17812
44233,Girafa,C3229,P8821,338,153,51714
44233,Girafa,C4045,P2345,19,173,3287
44233,Girafa,C4674,P9751,141,92,12972
44233,Girafa,C7220,P1968,291,151,43941
44233,Girafa,C7692,P2359,283,41,11603
44233,Girafa,C8009,P5026,31,51,1581
44233,Girafa,C9406,P1663,15,129,1935
44233,Girafa,C9589,P7853,201,130,26130
44234,Girafa,C1707,P6038,271,80,21680
44234,Girafa,C2554,P5376,281,25,7025
44234,Girafa,C3394,P2111,228,86,19608
44234,Girafa,C4485,P5612,292,139,40588
44234,Girafa,C4676,P9024,314,170,53380
44234,Girafa,C6240,P6316,286,55,15730
44234,Girafa,C6765,P2785,12,47,564
44234,Girafa,C6923,P1273,272,125,34000
44234,Girafa,C6934,P6769,281,43,12083
44234,Girafa,C7948,P8417,80,154,12320
44234,Girafa,C9029,P3132,42,186,7812
44234,Girafa,C9697,P3664,254,47,11938
44234,Girafa,C9833,P1069,179,112,20048
44235,Girafa,C1148,P3426,145,121,17545
44235,Girafa,C2233,P3124,187,128,23936
44235,Girafa,C2344,P3010,246,198,48708
44235,Girafa,C2563,P3507,192,69,13248
44235,Girafa,C2850,P5034,299,129,38571
44235,Girafa,C3102,P9709,281,180,50580
44235,Girafa,C3112,P1241,108,166,17928
44235,Girafa,C5389,P6194,363,61,22143
44235,Girafa,C5773,P7782,240,85,20400
44235,Girafa,C6685,P7967,165,128,21120
44235,Girafa,C7426,P2967,253,13,3289
44235,Girafa,C7853,P3866,260,116,30160
44235,Girafa,C8157,P4782,324,127,41148
44235,Girafa,C9702,P5066,359,151,54209
44235,Girafa,C9718,P2800,123,125,15375
44236,Girafa,C1900,P2722,284,144,40896
44236,Girafa,C2687,P6962,84,164,13776
44236,Girafa,C2893,P8543,205,133,27265
44236,Girafa,C4614,P1014,56,140,7840
44236,Girafa,C5957,P9936,217,18,3906
44236,Girafa,C6148,P9292,132,130,17160
44236,Girafa,C6562,P6785,264,66,17424
44236,Girafa,C7814,P2193,11,181,1991
44236,Girafa,C8012,P2063,246,45,11070
44236,Girafa,C9372,P2282,47,77,3619
44237,Girafa,C1188,P5716,193,111,21423
44237,Girafa,C1556,P3424,64,110,7040
44237,Girafa,C2994,P6697,88,55,4840
44237,Girafa,C4553,P4696,380,10,3800
44237,Girafa,C5989,P1513,379,94,35626
44237,Girafa,C8826,P7132,294,14,4116
44237,Girafa,C9276,P3876,77,91,7007
44238,Girafa,C1067,P2153,274,149,40826
44238,Girafa,C1808,P8554,279,168,46872
44238,Girafa,C1920,P1094,138,24,3312
44238,Girafa,C3326,P2752,391,161,62951
44238,Girafa,C4437,P1171,257,134,34438
44238,Girafa,C6271,P9892,266,86,22876
44238,Girafa,C6356,P2057,110,190,20900
44238,Girafa,C6984,P6153,240,154,36960
44238,Girafa,C9525,P6132,244,158,38552
44239,Girafa,C1869,P6671,205,90,18450
44239,Girafa,C2513,P8501,101,28,2828
44239,Girafa,C2754,P9335,264,139,36696
44239,Girafa,C3092,P2885,388,191,74108
44239,Girafa,C3389,P4489,91,39,3549
44239,Girafa,C3647,P5167,52,107,5564
44239,Girafa,C4939,P2411,397,15,5955
44239,Girafa,C6222,P3179,241,48,11568
44239,Girafa,C6663,P2701,188,95,17860
44239,Girafa,C6978,P1313,219,185,40515
44239,Girafa,C7181,P9767,18,128,2304
44239,Girafa,C7535,P9305,181,190,34390
44239,Girafa,C7591,P1075,111,118,13098
44239,Girafa,C7675,P9585,154,54,8316
44239,Girafa,C8020,P1247,290,107,31030
44239,Girafa,C8173,P4933,139,139,19321
44239,Girafa,C9786,P7738,178,90,16020
44240,Girafa,C1179,P6711,241,194,46754
44240,Girafa,C3549,P4341,267,136,36312
44240,Girafa,C4327,P1449,156,112,17472
44240,Girafa,C4776,P4339,181,50,9050
44240,Girafa,C5464,P8498,313,63,19719
44240,Girafa,C6347,P1688,241,62,14942
44240,Girafa,C6728,P2057,261,73,19053
44240,Girafa,C7051,P9272,146,94,13724
44240,Girafa,C7197,P7210,290,144,41760
44240,Girafa,C7862,P3213,263,36,9468
44240,Girafa,C8109,P1250,364,135,49140
44241,Girafa,C1354,P8788,232,148,34336
44241,Girafa,C1975,P5772,351,111,38961
44241,Girafa,C2268,P1192,14,13,182
44241,Girafa,C3535,P4225,94,72,6768
44241,Girafa,C3693,P1059,163,173,28199
44241,Girafa,C3997,P1975,226,184,41584
44241,Girafa,C4221,P9111,52,198,10296
44241,Girafa,C4930,P2043,137,78,10686
44241,Girafa,C5605,P1887,319,102,32538
44241,Girafa,C5823,P6874,315,47,14805
44241,Girafa,C6170,P5155,43,10,430
44241,Girafa,C6784,P4482,382,170,64940
44241,Girafa,C8401,P8215,394,176,69344
44242,Girafa,C1976,P8336,226,101,22826
44242,Girafa,C3460,P2847,352,180,63360
44242,Girafa,C3825,P5026,375,20,7500
44242,Girafa,C5351,P4246,364,73,26572
44242,Girafa,C7091,P5126,69,74,5106
44242,Girafa,C9601,P3491,302,79,23858
44243,Girafa,C1392,P6568,332,21,6972
44243,Girafa,C2069,P1922,72,161,11592
44243,Girafa,C3893,P6056,146,18,2628
44243,Girafa,C4269,P8331,53,70,3710
44243,Girafa,C4306,P3093,45,138,6210
44243,Girafa,C5195,P9541,226,190,42940
44243,Girafa,C5893,P1922,194,42,8148
44243,Girafa,C6425,P9558,39,146,5694
44243,Girafa,C6877,P5576,387,110,42570
44243,Girafa,C7691,P9282,128,59,7552
44243,Girafa,C7732,P8281,84,137,11508
44243,Girafa,C8465,P9660,211,96,20256
44243,Girafa,C9275,P3146,95,32,3040
44243,Girafa,C9457,P7681,90,55,4950
44244,Girafa,C4058,P7601,311,177,55047
44244,Girafa,C4837,P1873,341,56,19096
44244,Girafa,C5095,P9896,111,147,16317
44244,Girafa,C6535,P5843,224,112,25088
44244,Girafa,C7051,P3889,155,103,15965
44244,Girafa,C7984,P4411,298,195,58110
44244,Girafa,C8344,P8498,208,76,15808
44244,Girafa,C8751,P4277,62,97,6014
44245,Girafa,C1775,P9955,69,29,2001
44245,Girafa,C2557,P3500,271,177,47967
44245,Girafa,C3190,P8089,41,41,1681
44245,Girafa,C3808,P9999,153,42,6426
44245,Girafa,C5027,P6175,148,58,8584
44245,Girafa,C8416,P3856,260,71,18460
44245,Girafa,C9811,P9019,113,100,11300
44246,Girafa,C1979,P3426,366,159,58194
44246,Girafa,C2230,P7647,115,13,1495
44246,Girafa,C2231,P8556,189,26,4914
44246,Girafa,C2720,P8627,21,16,336
44246,Girafa,C3242,P3130,164,30,4920
44246,Girafa,C3520,P3671,212,98,20776
44246,Girafa,C3766,P4544,173,103,17819
44246,Girafa,C3958,P5120,336,38,12768
44246,Girafa,C4249,P8321,142,118,16756
44246,Girafa,C4830,P1524,370,162,59940
44246,Girafa,C5067,P1865,113,181,20453
44246,Girafa,C6010,P5028,116,51,5916
44246,Girafa,C6022,P4378,275,108,29700
44246,Girafa,C6304,P3303,320,93,29760
44246,Girafa,C7694,P7973,142,30,4260
44246,Girafa,C7712,P2872,47,98,4606
44246,Girafa,C8362,P8505,354,82,29028
44246,Girafa,C8768,P3084,250,132,33000
44246,Girafa,C9412,P3260,345,93,32085
44246,Girafa,C9761,P2305,87,63,5481
44247,Girafa,C1106,P3421,65,122,7930
44247,Girafa,C1238,P8880,119,89,10591
44247,Girafa,C1485,P3316,345,84,28980
44247,Girafa,C1709,P3106,362,76,27512
44247,Girafa,C2463,P8112,18,187,3366
44247,Girafa,C2808,P3375,29,153,4437
44247,Girafa,C3011,P3282,61,102,6222
44247,Girafa,C3686,P3581,85,132,11220
44247,Girafa,C4438,P2423,382,149,56918
44247,Girafa,C6689,P8200,188,72,13536
44247,Girafa,C9358,P1763,198,51,10098
44247,Girafa,C9424,P4720,145,133,19285
44248,Girafa,C1192,P5950,216,55,11880
44248,Girafa,C2062,P4280,36,72,2592
44248,Girafa,C2606,P1521,314,77,24178
44248,Girafa,C2913,P4111,76,108,8208
44248,Girafa,C2990,P5964,341,50,17050
44248,Girafa,C3089,P5298,283,92,26036
44248,Girafa,C4084,P1684,261,116,30276
44248,Girafa,C4308,P9274,319,137,43703
44248,Girafa,C5191,P2173,363,179,64977
44248,Girafa,C5828,P4692,288,144,41472
44248,Girafa,C6688,P4600,313,159,49767
44248,Girafa,C8728,P6357,285,87,24795
44248,Girafa,C9961,P8502,29,69,2001
44249,Girafa,C2112,P1411,294,194,57036
44249,Girafa,C2138,P7931,160,188,30080
44249,Girafa,C3182,P1739,279,101,28179
44249,Girafa,C3715,P9829,357,20,7140
44249,Girafa,C4341,P6561,389,110,42790
