Data,Filial,Código do Cliente,Código do Produto,Quantidade,Preço,Valor Total
44207,Onça,C2899,P9830,389,189,73521
44207,Onça,C4022,P7145,182,21,3822
44207,Onça,C4774,P8842,238,177,42126
44207,Onça,C5320,P2047,306,114,34884
44207,Onça,C7195,P8858,197,131,25807
44207,Onça,C7214,P6612,251,147,36897
44207,Onça,C7334,P4629,221,70,15470
44207,Onça,C7368,P5517,165,147,24255
44207,Onça,C7586,P8849,361,115,41515
44207,Onça,C9024,P3577,226,66,14916
44207,Onça,C9068,P8305,379,83,31457
44207,Onça,C9561,P3160,334,77,25718
44208,Onça,C2288,P5578,56,182,10192
44208,Onça,C2655,P6122,178,87,15486
44208,Onça,C3490,P1619,370,92,34040
44208,Onça,C4335,P4538,356,98,34888
44208,Onça,C5786,P1925,371,61,22631
44208,Onça,C5916,P1674,126,131,16506
44208,Onça,C6285,P1783,304,72,21888
44208,Onça,C6427,P2536,18,176,3168
44208,Onça,C7456,P7610,372,116,43152
44208,Onça,C9442,P9362,38,122,4636
44208,Onça,C9510,P7828,326,130,42380
44209,Onça,C1635,P2925,59,110,6490
44209,Onça,C4115,P1640,103,94,9682
44209,Onça,C4642,P5182,43,194,8342
44209,Onça,C5397,P9753,147,150,22050
44209,Onça,C6090,P3751,118,85,10030
44209,Onça,C7127,P2737,317,100,31700
44209,Onça,C8272,P2043,128,149,19072
44209,Onça,C9559,P3304,393,83,32619
44209,Onça,C9824,P8530,101,162,16362
44209,Onça,C9972,P4086,226,121,27346
44210,Onça,C1038,P4642,257,70,17990
44210,Onça,C1987,P2444,324,129,41796
44210,Onça,C2865,P3396,105,73,7665
44210,Onça,C3153,P8232,204,88,17952
44210,Onça,C4060,P1779,248,179,44392
44210,Onça,C4642,P6091,118,16,1888
44210,Onça,C5292,P2724,34,190,6460
44210,Onça,C5313,P6643,229,110,25190
44210,Onça,C9093,P6879,379,96,36384
44211,Onça,C2346,P9530,51,156,7956
44211,Onça,C3017,P3936,311,198,61578
44211,Onça,C3621,P5730,250,135,33750
44211,Onça,C4404,P4985,360,180,64800
44211,Onça,C5159,P7902,273,159,43407
44211,Onça,C6289,P6183,227,131,29737
44211,Onça,C6308,P2737,323,176,56848
44211,Onça,C6461,P7332,245,29,7105
44211,Onça,C7639,P3017,51,39,1989
44211,Onça,C8039,P2339,84,36,3024
44211,Onça,C8433,P6859,96,179,17184
44211,Onça,C8867,P8724,264,40,10560
44211,Onça,C9203,P2254,98,50,4900
44212,Onça,C1345,P6941,136,143,19448
44212,Onça,C2850,P9134,289,103,29767
44212,Onça,C4350,P9179,222,184,40848
44212,Onça,C5293,P1687,34,77,2618
44212,Onça,C6867,P9257,341,103,35123
44212,Onça,C7800,P1979,52,165,8580
44212,Onça,C8313,P6605,168,172,28896
44212,Onça,C8727,P5298,258,78,20124
44212,Onça,C9024,P9302,267,59,15753
44212,Onça,C9696,P6272,11,92,1012
44213,Onça,C2149,P9078,49,185,9065
44213,Onça,C3398,P8958,340,141,47940
44213,Onça,C5833,P8344,356,195,69420
44213,Onça,C7304,P1850,133,48,6384
44213,Onça,C7438,P8982,276,35,9660
44213,Onça,C8075,P7900,326,87,28362
44213,Onça,C9510,P3353,19,152,2888
44214,Onça,C6606,P5868,290,92,26680
44214,Onça,C6791,P3077,375,135,50625
44214,Onça,C7688,P2237,52,101,5252
44214,Onça,C9560,P8284,318,111,35298
44214,Onça,C9989,P6346,74,117,8658
44215,Onça,C1177,P6593,165,200,33000
44215,Onça,C1560,P4871,51,78,3978
44215,Onça,C1764,P2689,339,86,29154
44215,Onça,C2311,P1604,316,111,35076
44215,Onça,C2514,P3166,147,37,5439
44215,Onça,C2661,P8449,100,110,11000
44215,Onça,C4280,P6511,393,114,44802
44215,Onça,C4976,P2928,179,34,6086
44215,Onça,C5799,P5965,179,189,33831
44215,Onça,C9132,P9476,55,141,7755
44215,Onça,C9241,P4397,323,88,28424
44215,Onça,C9338,P6113,283,29,8207
44216,Onça,C1424,P8829,42,33,1386
44216,Onça,C2488,P9845,57,159,9063
44216,Onça,C4651,P1838,246,23,5658
44216,Onça,C5966,P6329,285,38,10830
44216,Onça,C6055,P6332,358,66,23628
44216,Onça,C6783,P6018,106,153,16218
44216,Onça,C9290,P5109,166,80,13280
44216,Onça,C9618,P4272,313,198,61974
44217,Onça,C1109,P1671,244,140,34160
44217,Onça,C1243,P7603,38,155,5890
44217,Onça,C1257,P4118,337,115,38755
44217,Onça,C1494,P6568,112,119,13328
44217,Onça,C2395,P5022,252,14,3528
44217,Onça,C2860,P3537,400,133,53200
44217,Onça,C5733,P9771,273,22,6006
44217,Onça,C7510,P9903,21,166,3486
44217,Onça,C8414,P8830,292,110,32120
44217,Onça,C9419,P6202,330,126,41580
44218,Onça,C1119,P9711,229,196,44884
44218,Onça,C3066,P4827,246,144,35424
44218,Onça,C3513,P1098,289,172,49708
44218,Onça,C3872,P8475,291,157,45687
44218,Onça,C4166,P7205,336,14,4704
44218,Onça,C5030,P9241,293,55,16115
44218,Onça,C6406,P1051,399,201,80199
44218,Onça,C9979,P9431,256,141,36096
44219,Onça,C1919,P6865,62,72,4464
44219,Onça,C3170,P5564,293,99,29007
44219,Onça,C3851,P8301,31,156,4836
44219,Onça,C4807,P4215,109,25,2725
44219,Onça,C4810,P9944,306,155,47430
44219,Onça,C5158,P2080,183,67,12261
44219,Onça,C6931,P5482,124,80,9920
44219,Onça,C7068,P4088,399,115,45885
44219,Onça,C7255,P1317,382,10,3820
44219,Onça,C9866,P9981,140,35,4900
44220,Onça,C1252,P9642,232,166,38512
44220,Onça,C1581,P2660,138,42,5796
44220,Onça,C2956,P5559,378,129,48762
44220,Onça,C3609,P5521,183,110,20130
44220,Onça,C3935,P7520,191,134,25594
44220,Onça,C3948,P9271,266,133,35378
44220,Onça,C4046,P8606,208,175,36400
44220,Onça,C4496,P4150,33,91,3003
44220,Onça,C4979,P6273,202,128,25856
44220,Onça,C6302,P6331,277,197,54569
44220,Onça,C7286,P5475,129,148,19092
44220,Onça,C8521,P9294,354,150,53100
44220,Onça,C9133,P5001,138,163,22494
44221,Onça,C2077,P9552,98,75,7350
44221,Onça,C5488,P6370,79,166,13114
44221,Onça,C7098,P4646,271,149,40379
44221,Onça,C8189,P1547,251,144,36144
44221,Onça,C8729,P7749,341,64,21824
44221,Onça,C9875,P2566,101,39,3939
44222,Onça,C1321,P3035,311,184,57224
44222,Onça,C1391,P1066,265,36,9540
44222,Onça,C2533,P1554,135,14,1890
44222,Onça,C3671,P9348,18,120,2160
44222,Onça,C3891,P1300,196,188,36848
44222,Onça,C4151,P8142,297,160,47520
44222,Onça,C4808,P5742,374,93,34782
44222,Onça,C5451,P4263,279,76,21204
44222,Onça,C5879,P5615,127,185,23495
44222,Onça,C6805,P8025,258,85,21930
44223,Onça,C1969,P6994,137,147,20139
44223,Onça,C4489,P1400,146,63,9198
44223,Onça,C5352,P9582,345,156,53820
44223,Onça,C6631,P5366,108,24,2592
44223,Onça,C7796,P5736,355,43,15265
44223,Onça,C7871,P9224,130,111,14430
44223,Onça,C9661,P3470,260,81,21060
44223,Onça,C9956,P5055,64,78,4992
44224,Onça,C1156,P5398,38,182,6916
44224,Onça,C1313,P6722,158,166,26228
44224,Onça,C1553,P1846,23,189,4347
44224,Onça,C1781,P6165,279,149,41571
44224,Onça,C4530,P9855,335,148,49580
44225,Onça,C2643,P1292,370,132,48840
44225,Onça,C3829,P7689,63,55,3465
44225,Onça,C4034,P1926,375,192,72000
44225,Onça,C4371,P6565,242,186,45012
44225,Onça,C4496,P8221,275,106,29150
44225,Onça,C7659,P4893,122,115,14030
44225,Onça,C9268,P9314,164,149,24436
44226,Onça,C1261,P6589,318,144,45792
44226,Onça,C1590,P2917,215,166,35690
44226,Onça,C2261,P5123,126,46,5796
44226,Onça,C2427,P2923,356,96,34176
44226,Onça,C2850,P6638,324,62,20088
44226,Onça,C2999,P6704,399,138,55062
44226,Onça,C3300,P3382,107,139,14873
44226,Onça,C3443,P5791,12,30,360
44226,Onça,C6901,P9303,120,116,13920
44226,Onça,C8002,P7644,392,109,42728
44226,Onça,C8801,P9579,160,17,2720
44226,Onça,C9445,P2410,55,146,8030
44226,Onça,C9510,P2511,244,89,21716
44226,Onça,C9670,P6710,21,63,1323
44227,Onça,C1581,P1639,271,25,6775
44227,Onça,C3883,P2458,201,128,25728
44227,Onça,C6440,P7225,286,170,48620
44227,Onça,C7139,P6517,119,81,9639
44227,Onça,C7887,P7720,145,145,21025
44228,Onça,C4861,P5763,32,111,3552
44229,Onça,C1729,P1849,15,107,1605
44229,Onça,C1897,P2069,61,141,8601
44229,Onça,C2190,P7690,73,15,1095
44229,Onça,C2339,P1592,399,188,75012
44229,Onça,C2819,P4441,395,147,58065
44229,Onça,C4905,P7637,36,179,6444
44229,Onça,C5458,P3300,108,186,20088
44229,Onça,C6105,P3204,218,40,8720
44229,Onça,C8505,P8593,257,33,8481
44229,Onça,C8698,P9169,29,159,4611
44229,Onça,C9465,P1690,375,39,14625
44230,Onça,C1296,P6603,220,156,34320
44230,Onça,C1510,P4207,219,184,40296
44230,Onça,C2931,P5690,370,46,17020
44230,Onça,C3397,P3024,67,45,3015
44230,Onça,C3940,P1445,14,169,2366
44230,Onça,C6589,P8636,378,32,12096
44230,Onça,C8075,P3620,245,160,39200
44231,Onça,C1718,P3862,164,70,11480
44231,Onça,C1734,P3251,119,21,2499
44231,Onça,C7467,P8096,317,47,14899
44231,Onça,C8347,P7867,39,62,2418
44231,Onça,C9506,P7744,256,181,46336
44231,Onça,C9772,P1589,336,170,57120
44232,Onça,C1262,P3478,318,186,59148
44232,Onça,C2568,P9092,329,193,63497
44232,Onça,C2959,P7883,144,14,2016
44232,Onça,C3839,P2709,364,140,50960
44232,Onça,C4866,P8963,387,198,76626
44232,Onça,C6595,P2401,399,156,62244
44232,Onça,C6828,P8413,252,178,44856
44232,Onça,C7640,P5663,360,75,27000
44232,Onça,C7661,P3436,313,133,41629
44232,Onça,C8422,P8955,288,187,53856
44233,Onça,C2178,P9556,398,25,9950
44233,Onça,C4368,P5525,86,126,10836
44233,Onça,C4890,P6173,80,192,15360
44233,Onça,C4990,P3418,279,102,28458
44233,Onça,C5525,P2527,256,64,16384
44233,Onça,C6056,P4908,35,86,3010
44233,Onça,C8253,P5134,368,49,18032
44233,Onça,C9234,P5459,279,120,33480
44233,Onça,C9942,P2427,182,68,12376
44234,Onça,C1307,P6261,396,76,30096
44234,Onça,C4210,P6291,100,84,8400
44234,Onça,C4437,P7009,91,131,11921
44234,Onça,C4940,P3595,221,81,17901
44234,Onça,C5847,P7051,340,185,62900
44234,Onça,C6000,P9537,230,54,12420
44234,Onça,C7691,P4903,259,180,46620
44234,Onça,C7763,P3408,345,82,28290
44234,Onça,C8720,P2177,181,90,16290
44234,Onça,C8929,P9942,341,196,66836
44234,Onça,C9835,P5579,129,37,4773
44234,Onça,C9883,P6582,246,178,43788
44235,Onça,C1931,P3882,213,137,29181
44235,Onça,C4313,P1317,240,143,34320
44235,Onça,C5673,P3483,115,111,12765
44235,Onça,C5817,P9201,11,147,1617
44235,Onça,C5938,P1818,247,174,42978
44235,Onça,C6984,P2245,348,187,65076
44235,Onça,C9294,P1921,15,65,975
44236,Onça,C1987,P1052,268,152,40736
44236,Onça,C3336,P6430,251,53,13303
44236,Onça,C4092,P3656,154,178,27412
44236,Onça,C4157,P2103,153,143,21879
44236,Onça,C5254,P5207,70,126,8820
44236,Onça,C5432,P1158,110,71,7810
44236,Onça,C5521,P8506,384,121,46464
44236,Onça,C5763,P3649,147,187,27489
44236,Onça,C5921,P9483,216,96,20736
44236,Onça,C8233,P1834,364,185,67340
44236,Onça,C8747,P3170,388,88,34144
44236,Onça,C9315,P8403,84,165,13860
44236,Onça,C9964,P8326,93,62,5766
44237,Onça,C1401,P9465,43,192,8256
44237,Onça,C2000,P4166,259,170,44030
44237,Onça,C3256,P5013,320,76,24320
44237,Onça,C5003,P1895,396,94,37224
44237,Onça,C6068,P6675,244,182,44408
44237,Onça,C6913,P3449,379,136,51544
44237,Onça,C7086,P1762,147,129,18963
44237,Onça,C7763,P7316,237,49,11613
44237,Onça,C7779,P3850,43,52,2236
44237,Onça,C9105,P3637,133,14,1862
44238,Onça,C1968,P3006,330,178,58740
44238,Onça,C2760,P4429,169,143,24167
44238,Onça,C3639,P9891,290,12,3480
44238,Onça,C4136,P1183,167,178,29726
44238,Onça,C5083,P1821,93,143,13299
44238,Onça,C5123,P6511,58,75,4350
44238,Onça,C5299,P7698,265,58,15370
44238,Onça,C6850,P9221,55,139,7645
44238,Onça,C9768,P4585,390,178,69420
44238,Onça,C9898,P1478,387,109,42183
44238,Onça,C9899,P7642,136,12,1632
44239,Onça,C1235,P9427,245,57,13965
44239,Onça,C1340,P3855,92,104,9568
44239,Onça,C1347,P3167,62,76,4712
44239,Onça,C2750,P4352,184,164,30176
44239,Onça,C3383,P6086,195,80,15600
44239,Onça,C3879,P5470,388,42,16296
44239,Onça,C4529,P3757,104,194,20176
44239,Onça,C4758,P1185,393,138,54234
44239,Onça,C5022,P6866,333,32,10656
44239,Onça,C5465,P3098,188,167,31396
44239,Onça,C5630,P7335,153,35,5355
44239,Onça,C6732,P9732,142,139,19738
44239,Onça,C7478,P2825,344,174,59856
44239,Onça,C8305,P5901,142,31,4402
44239,Onça,C9108,P5474,181,82,14842
44240,Onça,C2207,P8929,55,184,10120
44240,Onça,C2477,P8049,100,106,10600
44240,Onça,C2616,P5928,157,28,4396
44240,Onça,C2774,P2762,226,129,29154
44240,Onça,C2781,P9420,396,123,48708
44240,Onça,C3286,P5279,309,151,46659
44240,Onça,C3847,P9255,351,130,45630
44240,Onça,C4214,P4854,190,145,27550
44240,Onça,C4701,P5360,356,99,35244
44240,Onça,C5337,P3824,173,146,25258
44240,Onça,C5603,P6668,254,134,34036
44240,Onça,C6494,P2481,143,61,8723
44240,Onça,C6552,P9870,54,89,4806
44240,Onça,C7210,P8215,248,178,44144
44240,Onça,C8612,P4890,29,150,4350
44240,Onça,C8872,P2732,130,121,15730
44240,Onça,C8878,P9390,301,116,34916
44241,Onça,C1332,P8451,14,99,1386
44241,Onça,C2913,P7987,92,74,6808
44241,Onça,C3146,P3053,261,161,42021
44241,Onça,C3355,P1364,188,69,12972
44241,Onça,C3829,P5810,288,69,19872
44241,Onça,C4431,P3386,162,38,6156
44241,Onça,C4518,P1715,146,46,6716
44241,Onça,C4677,P3513,397,79,31363
44241,Onça,C5017,P2027,312,63,19656
44241,Onça,C5543,P5569,252,163,41076
44241,Onça,C6687,P9365,114,95,10830
44241,Onça,C6919,P3523,209,169,35321
44241,Onça,C8308,P3228,240,174,41760
44242,Onça,C2050,P6114,93,81,7533
44242,Onça,C2329,P9510,290,97,28130
44242,Onça,C4711,P2000,34,23,782
44242,Onça,C5418,P3458,378,45,17010
44242,Onça,C5488,P4053,206,79,16274
44242,Onça,C5497,P3384,75,94,7050
44242,Onça,C5687,P1086,190,38,7220
44242,Onça,C5859,P3435,167,98,16366
44242,Onça,C6090,P3283,271,26,7046
44242,Onça,C6816,P1749,162,100,16200
44242,Onça,C6834,P8958,58,123,7134
44242,Onça,C7836,P3455,47,148,6956
44242,Onça,C9143,P4579,399,81,32319
44243,Onça,C1243,P4556,182,200,36400
44243,Onça,C2747,P6295,103,153,15759
44243,Onça,C4559,P8223,260,195,50700
44243,Onça,C4648,P1627,250,165,41250
44243,Onça,C5810,P9777,249,171,42579
44243,Onça,C5880,P2117,194,170,32980
44243,Onça,C6218,P1812,169,83,14027
44243,Onça,C7135,P2945,357,33,11781
44243,Onça,C7216,P9326,78,133,10374
44243,Onça,C7323,P5137,131,51,6681
44243,Onça,C7876,P6945,54,109,5886
44243,Onça,C7885,P4622,123,146,17958
44243,Onça,C8001,P7855,361,65,23465
44243,Onça,C8299,P3314,213,52,11076
44243,Onça,C9021,P7906,56,136,7616
44243,Onça,C9201,P5823,69,58,4002
44244,Onça,C1497,P6104,30,197,5910
44244,Onça,C2878,P4552,16,103,1648
44244,Onça,C4309,P2367,218,25,5450
44244,Onça,C5467,P3133,221,114,25194
44244,Onça,C5579,P8729,187,81,15147
44244,Onça,C6065,P7580,162,58,9396
44244,Onça,C6091,P1046,312,133,41496
44244,Onça,C6299,P5502,90,93,8370
44244,Onça,C6519,P6908,110,168,18480
44244,Onça,C6845,P1562,308,169,52052
44244,Onça,C6849,P7291,114,109,12426
44244,Onça,C7219,P3364,84,173,14532
44244,Onça,C7663,P4105,279,42,11718
44244,Onça,C8325,P9089,354,83,29382
44244,Onça,C9020,P9996,190,77,14630
44245,Onça,C1329,P7539,175,140,24500
44245,Onça,C2031,P9413,173,84,14532
44245,Onça,C2105,P7937,157,28,4396
44245,Onça,C2249,P7055,360,197,70920
44245,Onça,C4578,P6140,272,69,18768
44245,Onça,C6342,P2866,145,45,6525
44245,Onça,C8324,P2179,97,24,2328
44245,Onça,C9396,P7471,264,54,14256
44245,Onça,C9510,P2886,171,93,15903
44245,Onça,C9772,P6892,22,158,3476
44245,Onça,C9845,P2561,248,154,38192
44246,Onça,C1033,P2353,106,39,4134
44246,Onça,C1474,P2621,169,50,8450
44246,Onça,C2128,P2583,366,32,11712
44246,Onça,C2773,P7723,252,115,28980
44246,Onça,C5861,P7071,74,150,11100
44246,Onça,C6527,P9984,304,101,30704
44246,Onça,C7502,P4106,278,183,50874
44246,Onça,C7672,P5235,398,40,15920
44246,Onça,C8701,P5364,78,89,6942
44246,Onça,C9109,P7308,73,14,1022
44246,Onça,C9442,P9819,400,172,68800
44246,Onça,C9788,P4335,294,174,51156
44246,Onça,C9936,P6783,387,150,58050
44247,Onça,C1403,P3825,200,191,38200
44247,Onça,C1889,P8822,26,28,728
44247,Onça,C3224,P7486,143,189,27027
44247,Onça,C3275,P8963,392,188,73696
44247,Onça,C4804,P9857,80,70,5600
44247,Onça,C6366,P9985,303,52,15756
44247,Onça,C7902,P1483,236,55,12980
44247,Onça,C8340,P5022,103,127,13081
44248,Onça,C1994,P1759,31,145,4495
44248,Onça,C2078,P9069,117,110,12870
44248,Onça,C3951,P2371,58,11,638
44248,Onça,C4703,P7357,206,79,16274
44248,Onça,C5243,P9360,129,74,9546
44248,Onça,C6446,P8256,201,123,24723
44248,Onça,C6666,P3063,137,140,19180
44248,Onça,C8880,P3133,267,60,16020
44249,Onça,C1448,P6608,279,81,22599
44249,Onça,C2587,P1821,185,126,23310
44249,Onça,C2888,P9154,84,104,8736
44249,Onça,C2904,P8544,40,55,2200
44249,Onça,C5247,P3852,367,120,44040
44249,Onça,C5800,P8515,49,127,6223
44249,Onça,C6020,P2122,27,172,4644
44249,Onça,C6221,P3665,351,56,19656
44249,Onça,C7330,P3265,277,148,40996
44249,Onça,C9215,P4917,376,105,39480
44249,Onça,C9952,P8880,277,97,26869
44250,Onça,C1049,P1304,353,80,28240
44250,Onça,C2693,P9468,98,140,13720
44250,Onça,C3457,P1061,79,156,12324
44250,Onça,C5365,P4250,355,133,47215
44250,Onça,C6762,P5377,390,93,36270
44250,Onça,C8080,P2542,127,129,16383
44250,Onça,C8674,P6205,155,23,3565
44251,Onça,C1155,P7750,308,123,37884
44251,Onça,C3635,P6466,352,107,37664
44251,Onça,C4012,P1397,59,137,8083
44251,Onça,C5301,P4312,124,47,5828
44251,Onça,C7439,P2840,163,27,4401
44251,Onça,C7540,P3848,195,89,17355
44251,Onça,C8232,P1427,142,86,12212
44251,Onça,C8389,P2005,146,105,15330
44251,Onça,C8986,P1943,138,122,16836
44252,Onça,C2926,P2588,193,100,19300
44252,Onça,C3030,P3161,281,198,55638
44252,Onça,C4071,P3095,353,120,42360
44252,Onça,C4435,P3165,343,167,57281
44252,Onça,C4700,P2700,42,10,420
44252,Onça,C6270,P4541,152,97,14744
44252,Onça,C8163,P3850,30,48,1440
44252,Onça,C8188,P8716,96,65,6240
44252,Onça,C8352,P9352,187,21,3927
44252,Onça,C8397,P5827,65,194,12610
44253,Onça,C1834,P1632,105,186,19530
44253,Onça,C3365,P2546,83,111,9213
44253,Onça,C4380,P2104,139,90,12510
44253,Onça,C5235,P8118,218,72,15696
44253,Onça,C5320,P9283,61,177,10797
44253,Onça,C5443,P1920,195,54,10530
44253,Onça,C5585,P2219,67,152,10184
44253,Onça,C6498,P7368,174,127,22098
44253,Onça,C8443,P2919,135,39,5265
44253,Onça,C8986,P5850,31,90,2790
44253,Onça,C9886,P9540,337,24,8088
44254,Onça,C1896,P5459,330,196,64680
44254,Onça,C3992,P2586,106,156,16536
44254,Onça,C5140,P2367,48,63,3024
44254,Onça,C5624,P7799,208,55,11440
44254,Onça,C6972,P2068,158,163,25754
44254,Onça,C7981,P7278,35,102,3570
44255,Onça,C3019,P3683,197,41,8077
44255,Onça,C3044,P9749,222,29,6438
44255,Onça,C4708,P9230,286,95,27170
44255,Onça,C5378,P7381,89,56,4984
44255,Onça,C6094,P8170,303,93,28179
44255,Onça,C6745,P1059,284,158,44872
44255,Onça,C8338,P7745,171,28,4788
44256,Onça,C1311,P6981,138,29,4002
44256,Onça,C1523,P7420,387,154,59598
44256,Onça,C4556,P7199,238,41,9758
44256,Onça,C5801,P2550,290,29,8410
44256,Onça,C5893,P2572,262,99,25938
44256,Onça,C6829,P3568,146,49,7154
44257,Onça,C1145,P9344,256,27,6912
44257,Onça,C2410,P6212,195,183,35685
44257,Onça,C3583,P1404,362,101,36562
44257,Onça,C4929,P4654,22,167,3674
44257,Onça,C6467,P1571,370,109,40330
44257,Onça,C7628,P9267,137,109,14933
44257,Onça,C7998,P3685,307,196,60172
44257,Onça,C9222,P6953,24,170,4080
44257,Onça,C9834,P6715,306,102,31212
44258,Onça,C1760,P7179,363,67,24321
44258,Onça,C2359,P1880,188,45,8460
44258,Onça,C4163,P2842,184,138,25392
44258,Onça,C4594,P1378,71,193,13703
44258,Onça,C4681,P5417,354,97,34338
44258,Onça,C5461,P9144,225,173,38925
44258,Onça,C5533,P6448,352,104,36608
44258,Onça,C6460,P1967,126,179,22554
44258,Onça,C6678,P5755,163,153,24939
44258,Onça,C6704,P3275,30,148,4440
44258,Onça,C7965,P3706,46,132,6072
44259,Onça,C1549,P9303,379,122,46238
44259,Onça,C2450,P8957,86,180,15480
44259,Onça,C2528,P8409,43,180,7740
44259,Onça,C2645,P6697,389,18,7002
44259,Onça,C2767,P1424,266,28,7448
44259,Onça,C3531,P2471,89,50,4450
44259,Onça,C3688,P3795,209,34,7106
44259,Onça,C4643,P2545,147,191,28077
44259,Onça,C4999,P1648,367,97,35599
44259,Onça,C7015,P2303,105,160,16800
44259,Onça,C7464,P3538,330,120,39600
44259,Onça,C7562,P3618,389,127,49403
44260,Onça,C1478,P5108,285,176,50160
44260,Onça,C1511,P3141,79,113,8927
44260,Onça,C1514,P3615,211,162,34182
44260,Onça,C1572,P3950,197,126,24822
44260,Onça,C2159,P2155,13,187,2431
44260,Onça,C3096,P6460,279,92,25668
44260,Onça,C4231,P1926,272,201,54672
44260,Onça,C6121,P3617,168,52,8736
44260,Onça,C6319,P5141,203,84,17052
44260,Onça,C6507,P5224,335,118,39530
44260,Onça,C6551,P4989,307,12,3684
