Data,Filial,Código do Cliente,Código do Produto,Quantidade,Preço,Valor Total
44210,Leopardo,C3167,P5493,228,13,2964
44210,Leopardo,C3637,P8265,239,184,43976
44210,Leopardo,C4411,P5789,172,81,13932
44210,Leopardo,C5866,P2760,143,123,17589
44210,Leopardo,C6526,P6524,360,150,54000
44210,Leopardo,C8350,P3604,118,133,15694
44210,Leopardo,C8672,P1074,277,189,52353
44210,Leopardo,C9976,P9070,307,96,29472
44211,Leopardo,C1457,P4282,219,75,16425
44211,Leopardo,C2498,P8706,341,71,24211
44211,Leopardo,C4653,P7532,20,14,280
44211,Leopardo,C5499,P8070,379,121,45859
44211,Leopardo,C5971,P4697,148,49,7252
44211,Leopardo,C8393,P4278,164,40,6560
44211,Leopardo,C8482,P1881,321,125,40125
44211,Leopardo,C8531,P4993,80,59,4720
44211,Leopardo,C9777,P1544,90,18,1620
44212,Leopardo,C1620,P7463,285,169,48165
44212,Leopardo,C1734,P9022,43,68,2924
44212,Leopardo,C1926,P7944,15,25,375
44212,Leopardo,C3794,P6898,167,77,12859
44212,Leopardo,C4481,P4438,317,180,57060
44212,Leopardo,C8480,P2316,264,89,23496
44213,Leopardo,C2385,P8219,225,42,9450
44213,Leopardo,C3409,P6654,308,29,8932
44213,Leopardo,C6403,P3396,384,152,58368
44213,Leopardo,C6642,P6320,291,14,4074
44213,Leopardo,C6988,P2037,144,177,25488
44213,Leopardo,C8138,P9182,185,149,27565
44213,Leopardo,C9672,P2770,252,94,23688
44214,Leopardo,C1920,P8049,277,137,37949
44214,Leopardo,C1930,P9781,62,94,5828
44214,Leopardo,C2342,P9363,328,161,52808
44214,Leopardo,C3181,P1135,94,99,9306
44215,Leopardo,C1459,P5063,368,178,65504
44215,Leopardo,C3188,P7501,380,135,51300
44215,Leopardo,C3402,P3904,30,193,5790
44215,Leopardo,C5550,P4618,87,135,11745
44215,Leopardo,C5777,P3228,45,198,8910
44215,Leopardo,C8162,P8047,69,121,8349
44215,Leopardo,C8767,P6096,73,139,10147
44215,Leopardo,C9003,P5237,249,188,46812
44215,Leopardo,C9554,P8680,73,181,13213
44215,Leopardo,C9803,P5536,115,161,18515
44215,Leopardo,C9926,P3572,374,126,47124
44216,Leopardo,C1739,P5332,40,140,5600
44216,Leopardo,C1885,P7760,234,73,17082
44216,Leopardo,C2268,P1093,228,62,14136
44216,Leopardo,C2437,P9113,315,125,39375
44216,Leopardo,C2495,P8703,185,125,23125
44216,Leopardo,C2859,P9227,18,178,3204
44216,Leopardo,C5358,P6151,349,184,64216
44216,Leopardo,C5567,P3262,317,122,38674
44216,Leopardo,C6625,P7984,79,82,6478
44216,Leopardo,C7006,P1298,174,28,4872
44216,Leopardo,C7486,P2947,211,16,3376
44216,Leopardo,C7832,P6464,106,18,1908
44216,Leopardo,C8558,P6585,188,69,12972
44216,Leopardo,C8992,P7995,123,115,14145
44217,Leopardo,C3967,P5226,69,166,11454
44217,Leopardo,C4185,P7814,149,169,25181
44217,Leopardo,C4807,P6907,300,116,34800
44217,Leopardo,C5202,P6191,145,29,4205
44217,Leopardo,C8464,P8652,350,131,45850
44217,Leopardo,C9124,P2962,335,152,50920
44217,Leopardo,C9531,P2797,296,93,27528
44217,Leopardo,C9691,P6995,73,68,4964
44218,Leopardo,C2695,P7100,85,102,8670
44218,Leopardo,C2889,P2440,81,189,15309
44218,Leopardo,C4228,P3977,245,150,36750
44218,Leopardo,C7356,P8307,307,75,23025
44218,Leopardo,C9004,P4654,90,81,7290
44218,Leopardo,C9879,P6042,206,179,36874
44219,Leopardo,C1264,P1939,74,158,11692
44219,Leopardo,C1956,P7772,295,191,56345
44219,Leopardo,C2383,P9870,260,74,19240
44219,Leopardo,C2709,P3323,109,104,11336
44219,Leopardo,C2849,P5258,274,137,37538
44219,Leopardo,C3200,P1014,315,195,61425
44219,Leopardo,C4908,P4769,299,81,24219
44219,Leopardo,C5338,P8996,196,181,35476
44219,Leopardo,C6328,P5343,376,120,45120
44219,Leopardo,C6803,P3644,235,69,16215
44219,Leopardo,C8112,P3587,136,73,9928
44219,Leopardo,C9084,P6689,211,113,23843
44220,Leopardo,C1025,P8178,125,155,19375
44220,Leopardo,C1351,P7322,374,40,14960
44220,Leopardo,C1950,P6079,307,129,39603
44220,Leopardo,C1987,P6986,150,57,8550
44220,Leopardo,C2616,P7046,71,144,10224
44220,Leopardo,C5140,P6435,161,35,5635
44220,Leopardo,C6861,P2487,379,104,39416
44220,Leopardo,C7011,P6608,171,99,16929
44220,Leopardo,C7559,P7178,338,102,34476
44220,Leopardo,C7647,P2217,230,197,45310
44220,Leopardo,C9645,P9919,137,128,17536
44221,Leopardo,C1853,P1217,314,90,28260
44221,Leopardo,C1978,P6617,281,120,33720
44221,Leopardo,C2548,P2124,150,84,12600
44221,Leopardo,C3663,P6272,214,187,40018
44221,Leopardo,C3905,P1870,211,68,14348
44221,Leopardo,C4774,P3945,356,194,69064
44221,Leopardo,C6090,P6346,260,77,20020
44221,Leopardo,C7266,P2011,167,44,7348
44221,Leopardo,C7674,P2301,362,182,65884
44221,Leopardo,C8338,P8504,293,45,13185
44221,Leopardo,C9295,P8928,321,31,9951
44222,Leopardo,C1898,P5200,351,142,49842
44222,Leopardo,C2022,P8491,285,189,53865
44222,Leopardo,C3065,P5589,105,14,1470
44222,Leopardo,C4574,P4511,65,103,6695
44222,Leopardo,C5529,P4915,194,46,8924
44222,Leopardo,C6072,P6192,290,120,34800
44222,Leopardo,C7579,P8404,341,121,41261
44222,Leopardo,C8015,P5779,68,99,6732
44222,Leopardo,C9266,P6132,99,104,10296
44222,Leopardo,C9741,P6542,381,36,13716
44223,Leopardo,C1792,P3407,14,31,434
44223,Leopardo,C5389,P2689,146,56,8176
44223,Leopardo,C5523,P1276,131,49,6419
44223,Leopardo,C5825,P2919,21,173,3633
44223,Leopardo,C6391,P7842,326,58,18908
44223,Leopardo,C7549,P1554,12,84,1008
44223,Leopardo,C8551,P9561,342,35,11970
44223,Leopardo,C9007,P7999,114,175,19950
44223,Leopardo,C9018,P4495,123,92,11316
44223,Leopardo,C9386,P3403,343,62,21266
44223,Leopardo,C9609,P4829,262,180,47160
44224,Leopardo,C1243,P3727,22,190,4180
44224,Leopardo,C1667,P3406,172,88,15136
44224,Leopardo,C2529,P8278,380,35,13300
44224,Leopardo,C3071,P7900,284,131,37204
44224,Leopardo,C4147,P8721,300,130,39000
44224,Leopardo,C4901,P5927,305,21,6405
44224,Leopardo,C5418,P1138,376,106,39856
44224,Leopardo,C5675,P9161,146,197,28762
44224,Leopardo,C6295,P9890,199,78,15522
44224,Leopardo,C7949,P1785,120,94,11280
44224,Leopardo,C8202,P8570,134,129,17286
44224,Leopardo,C8233,P6874,305,173,52765
44224,Leopardo,C8490,P4697,117,102,11934
44225,Leopardo,C2844,P2835,303,16,4848
44225,Leopardo,C3396,P5843,184,45,8280
44225,Leopardo,C6036,P3502,330,113,37290
44225,Leopardo,C7055,P9698,267,44,11748
44225,Leopardo,C7211,P6513,46,102,4692
44225,Leopardo,C7474,P1084,345,13,4485
44225,Leopardo,C9283,P1339,21,35,735
44225,Leopardo,C9629,P5601,32,192,6144
44226,Leopardo,C1288,P8165,292,58,16936
44226,Leopardo,C1552,P3191,41,166,6806
44226,Leopardo,C1598,P3884,376,115,43240
44226,Leopardo,C1666,P8059,181,20,3620
44226,Leopardo,C1757,P4027,46,170,7820
44226,Leopardo,C4302,P8534,288,142,40896
44226,Leopardo,C4389,P2373,221,76,16796
44226,Leopardo,C5378,P4865,253,67,16951
44226,Leopardo,C5614,P9697,46,160,7360
44226,Leopardo,C5928,P4999,86,105,9030
44226,Leopardo,C8059,P2269,80,177,14160
44226,Leopardo,C8695,P3587,47,172,8084
44227,Leopardo,C2678,P3998,72,43,3096
44227,Leopardo,C2909,P8790,69,52,3588
44227,Leopardo,C3455,P7251,203,71,14413
44227,Leopardo,C3786,P8088,50,18,900
44227,Leopardo,C4555,P6773,145,184,26680
44227,Leopardo,C4968,P2156,243,135,32805
44227,Leopardo,C5829,P2519,111,157,17427
44227,Leopardo,C7437,P9776,13,97,1261
44227,Leopardo,C7465,P6115,210,163,34230
44227,Leopardo,C7567,P1724,117,138,16146
44227,Leopardo,C8145,P8853,339,29,9831
44227,Leopardo,C8612,P6187,36,28,1008
44227,Leopardo,C9048,P2361,195,35,6825
44227,Leopardo,C9148,P7405,45,165,7425
44228,Leopardo,C1613,P2216,42,101,4242
44228,Leopardo,C1809,P5667,253,27,6831
44228,Leopardo,C2047,P2427,19,176,3344
44228,Leopardo,C2944,P6097,36,68,2448
44228,Leopardo,C3569,P8064,236,196,46256
44228,Leopardo,C3641,P4168,13,156,2028
44228,Leopardo,C5559,P1745,266,67,17822
44228,Leopardo,C6118,P9010,401,149,59749
44228,Leopardo,C8146,P1962,372,13,4836
44228,Leopardo,C9080,P5339,273,53,14469
44228,Leopardo,C9906,P2704,164,14,2296
44228,Leopardo,C9963,P6784,84,88,7392
44229,Leopardo,C2197,P5802,85,16,1360
44229,Leopardo,C2267,P4287,272,66,17952
44229,Leopardo,C2296,P5882,144,22,3168
44229,Leopardo,C2634,P8432,268,75,20100
44229,Leopardo,C2689,P6347,49,55,2695
44229,Leopardo,C3510,P9365,151,167,25217
44229,Leopardo,C4947,P2892,58,147,8526
44229,Leopardo,C5661,P3662,372,142,52824
44229,Leopardo,C6065,P7968,95,114,10830
44229,Leopardo,C8164,P5569,393,123,48339
44229,Leopardo,C8718,P4542,65,84,5460
44229,Leopardo,C8753,P8285,159,109,17331
44229,Leopardo,C9075,P1699,210,55,11550
44229,Leopardo,C9585,P9453,70,117,8190
44230,Leopardo,C4473,P4300,316,50,15800
44230,Leopardo,C4885,P9118,358,156,55848
44230,Leopardo,C5228,P4815,312,87,27144
44230,Leopardo,C8368,P8495,141,69,9729
44231,Leopardo,C1736,P7015,343,173,59339
44231,Leopardo,C1857,P2487,337,148,49876
44231,Leopardo,C1950,P6274,142,179,25418
44231,Leopardo,C2023,P9288,177,197,34869
44231,Leopardo,C3230,P4913,55,185,10175
44231,Leopardo,C3595,P9493,385,158,60830
44231,Leopardo,C5107,P1543,276,83,22908
44231,Leopardo,C5186,P8814,173,154,26642
44231,Leopardo,C7529,P7269,143,125,17875
44231,Leopardo,C8078,P3803,101,60,6060
44232,Leopardo,C3420,P1869,53,165,8745
44232,Leopardo,C4644,P9647,110,65,7150
44232,Leopardo,C4701,P5472,147,103,15141
44232,Leopardo,C4986,P8635,157,98,15386
44232,Leopardo,C5171,P4189,51,164,8364
44232,Leopardo,C7498,P6564,55,139,7645
44232,Leopardo,C9682,P6985,388,38,14744
44233,Leopardo,C2365,P6330,148,105,15540
44233,Leopardo,C3493,P2192,287,92,26404
44233,Leopardo,C4078,P9378,205,111,22755
44233,Leopardo,C9801,P7092,101,93,9393
44234,Leopardo,C1505,P4930,281,160,44960
44234,Leopardo,C2115,P5873,232,21,4872
44234,Leopardo,C2767,P9125,131,106,13886
44234,Leopardo,C3290,P1538,139,179,24881
44234,Leopardo,C3634,P5781,252,103,25956
44234,Leopardo,C4132,P4438,227,142,32234
44234,Leopardo,C4440,P8229,338,144,48672
44234,Leopardo,C5202,P1911,63,101,6363
44234,Leopardo,C5724,P7815,123,58,7134
44234,Leopardo,C5866,P4805,394,201,79194
44234,Leopardo,C7599,P1572,296,155,45880
44234,Leopardo,C9672,P9907,221,14,3094
44235,Leopardo,C1808,P3446,37,39,1443
44235,Leopardo,C2112,P2707,301,72,21672
44235,Leopardo,C3684,P4112,77,195,15015
44235,Leopardo,C8414,P3350,252,21,5292
44235,Leopardo,C9051,P3468,260,44,11440
44235,Leopardo,C9132,P1759,56,158,8848
44236,Leopardo,C1646,P6574,171,44,7524
44236,Leopardo,C2171,P4406,203,56,11368
44236,Leopardo,C2736,P8419,43,120,5160
44236,Leopardo,C5017,P1556,336,152,51072
44236,Leopardo,C5702,P9732,388,190,73720
44236,Leopardo,C7524,P1102,238,85,20230
44236,Leopardo,C7746,P8672,398,63,25074
44236,Leopardo,C7927,P2553,202,109,22018
44236,Leopardo,C8857,P7091,265,35,9275
44236,Leopardo,C8977,P7054,309,84,25956
44236,Leopardo,C9728,P9186,308,13,4004
44237,Leopardo,C4375,P3944,116,182,21112
44237,Leopardo,C4470,P2350,85,168,14280
44237,Leopardo,C5763,P2904,31,31,961
44237,Leopardo,C6901,P4098,221,79,17459
44237,Leopardo,C8797,P5537,31,57,1767
44237,Leopardo,C9189,P2692,335,135,45225
44237,Leopardo,C9449,P2189,236,84,19824
44237,Leopardo,C9858,P6534,147,141,20727
44238,Leopardo,C1248,P4579,236,189,44604
44238,Leopardo,C2590,P8245,332,176,58432
44238,Leopardo,C3277,P1294,40,14,560
44238,Leopardo,C6094,P7050,259,125,32375
44238,Leopardo,C9196,P9058,230,171,39330
44238,Leopardo,C9460,P5284,329,59,19411
44239,Leopardo,C1655,P2468,123,194,23862
44239,Leopardo,C2538,P3913,325,38,12350
44239,Leopardo,C3197,P6768,77,53,4081
44239,Leopardo,C5934,P8706,58,53,3074
44239,Leopardo,C9537,P3536,328,88,28864
44239,Leopardo,C9950,P7174,310,75,23250
44239,Leopardo,C9995,P5303,380,34,12920
44240,Leopardo,C1159,P1138,246,106,26076
44240,Leopardo,C1591,P5384,41,57,2337
44240,Leopardo,C2197,P7489,153,186,28458
44240,Leopardo,C3904,P7189,30,153,4590
44240,Leopardo,C3960,P9159,309,52,16068
44240,Leopardo,C5195,P3979,143,54,7722
44240,Leopardo,C5266,P7428,121,37,4477
44240,Leopardo,C7108,P8862,16,93,1488
44240,Leopardo,C7266,P3295,169,61,10309
44241,Leopardo,C1283,P5793,97,172,16684
44241,Leopardo,C1485,P4792,53,108,5724
44241,Leopardo,C1966,P6895,324,103,33372
44241,Leopardo,C2687,P8178,176,40,7040
44241,Leopardo,C4860,P9703,192,80,15360
44241,Leopardo,C5006,P7186,103,123,12669
44241,Leopardo,C5347,P1663,200,40,8000
44241,Leopardo,C6874,P4485,64,197,12608
44241,Leopardo,C8235,P1414,164,126,20664
44241,Leopardo,C8912,P7877,328,60,19680
44242,Leopardo,C1366,P6938,42,43,1806
44242,Leopardo,C1904,P2031,99,170,16830
44242,Leopardo,C3282,P4950,237,108,25596
44242,Leopardo,C3726,P5691,41,168,6888
44242,Leopardo,C7664,P9652,228,81,18468
44242,Leopardo,C8958,P5715,123,60,7380
44242,Leopardo,C9420,P3465,256,172,44032
44242,Leopardo,C9457,P5572,57,71,4047
44242,Leopardo,C9681,P5362,74,63,4662
44242,Leopardo,C9781,P3061,115,170,19550
44243,Leopardo,C1720,P4531,130,169,21970
44243,Leopardo,C2711,P2987,343,92,31556
44243,Leopardo,C5742,P6347,170,40,6800
44243,Leopardo,C8183,P3390,356,88,31328
44244,Leopardo,C1289,P5703,359,156,56004
44244,Leopardo,C1600,P5023,318,126,40068
44244,Leopardo,C2936,P7741,152,16,2432
44244,Leopardo,C3229,P3616,48,116,5568
44244,Leopardo,C3400,P1455,75,60,4500
44244,Leopardo,C3797,P8104,19,37,703
44244,Leopardo,C4052,P3798,290,131,37990
44244,Leopardo,C4493,P3321,237,178,42186
44244,Leopardo,C4534,P3066,310,29,8990
44244,Leopardo,C4690,P2281,397,29,11513
44244,Leopardo,C5615,P9636,30,200,6000
44244,Leopardo,C5772,P9305,350,16,5600
44244,Leopardo,C6100,P1577,139,118,16402
44244,Leopardo,C8384,P5388,131,170,22270
44244,Leopardo,C9063,P9761,161,162,26082
44244,Leopardo,C9381,P8393,91,104,9464
44245,Leopardo,C1167,P9031,16,19,304
44245,Leopardo,C2073,P4668,195,52,10140
44245,Leopardo,C2272,P3647,253,136,34408
44245,Leopardo,C2375,P9165,234,124,29016
44245,Leopardo,C3239,P3402,149,137,20413
44245,Leopardo,C3953,P4173,73,131,9563
44245,Leopardo,C4581,P8269,203,95,19285
44245,Leopardo,C4629,P6417,172,96,16512
44245,Leopardo,C4778,P6029,14,166,2324
44245,Leopardo,C5738,P8126,131,172,22532
44245,Leopardo,C7672,P8382,40,137,5480
44245,Leopardo,C8649,P2978,146,77,11242
44245,Leopardo,C9908,P3844,106,25,2650
44246,Leopardo,C1583,P9087,22,136,2992
44246,Leopardo,C3278,P4037,398,149,59302
44246,Leopardo,C3593,P7140,89,123,10947
44246,Leopardo,C3656,P3023,212,98,20776
44246,Leopardo,C4473,P9311,117,80,9360
44246,Leopardo,C8834,P8441,114,156,17784
44246,Leopardo,C9895,P8237,273,78,21294
44247,Leopardo,C1498,P5976,104,96,9984
44247,Leopardo,C1996,P2524,47,152,7144
44247,Leopardo,C5290,P4654,339,127,43053
44247,Leopardo,C8672,P4678,281,146,41026
44247,Leopardo,C8800,P6807,54,115,6210
44247,Leopardo,C9158,P8474,148,12,1776
44248,Leopardo,C3298,P3609,210,191,40110
44248,Leopardo,C3898,P2074,259,131,33929
44248,Leopardo,C4442,P7861,305,130,39650
44248,Leopardo,C4538,P6267,274,117,32058
44248,Leopardo,C5438,P8756,232,80,18560
44248,Leopardo,C5821,P5834,160,179,28640
44248,Leopardo,C6024,P7851,224,112,25088
44248,Leopardo,C6030,P4600,320,93,29760
44248,Leopardo,C6418,P2171,278,92,25576
44248,Leopardo,C6584,P2826,266,90,23940
44248,Leopardo,C7431,P5765,151,139,20989
44248,Leopardo,C8840,P9552,335,112,37520
44248,Leopardo,C8843,P2226,34,132,4488
44248,Leopardo,C9678,P5068,35,159,5565
44249,Leopardo,C2818,P7814,140,106,14840
44249,Leopardo,C4932,P6895,136,197,26792
44249,Leopardo,C5243,P6214,96,168,16128
44249,Leopardo,C5857,P3140,127,194,24638
44249,Leopardo,C6873,P1063,282,47,13254
44249,Leopardo,C9538,P1187,187,191,35717
44250,Leopardo,C1208,P8338,381,152,57912
44250,Leopardo,C2135,P4311,387,42,16254
44250,Leopardo,C5047,P2764,276,51,14076
44250,Leopardo,C6825,P9514,397,104,41288
44250,Leopardo,C7344,P9234,27,115,3105
44250,Leopardo,C7631,P4162,51,117,5967
44250,Leopardo,C9681,P4050,324,88,28512
44251,Leopardo,C1600,P4002,61,109,6649
44251,Leopardo,C2397,P8773,79,114,9006
44251,Leopardo,C3639,P1249,83,111,9213
44251,Leopardo,C3677,P9521,24,104,2496
44251,Leopardo,C4824,P7192,325,27,8775
44251,Leopardo,C4868,P7411,138,119,16422
44251,Leopardo,C6019,P5121,235,127,29845
44251,Leopardo,C6499,P3915,124,167,20708
44251,Leopardo,C8176,P2311,13,135,1755
44251,Leopardo,C8523,P7483,98,114,11172
44251,Leopardo,C9258,P6481,207,173,35811
44251,Leopardo,C9713,P5373,211,129,27219
44252,Leopardo,C1910,P8721,146,167,24382
44252,Leopardo,C2305,P9205,340,50,17000
44252,Leopardo,C3316,P2579,357,84,29988
44252,Leopardo,C3352,P8431,92,93,8556
44252,Leopardo,C5056,P9604,303,137,41511
44252,Leopardo,C5384,P9221,293,71,20803
44252,Leopardo,C6000,P4967,265,169,44785
44252,Leopardo,C6571,P9473,134,133,17822
44252,Leopardo,C8972,P1827,356,58,20648
44253,Leopardo,C1913,P7248,202,89,17978
44253,Leopardo,C6861,P1728,257,87,22359
44253,Leopardo,C8965,P8369,353,180,63540
44253,Leopardo,C9000,P4766,246,183,45018
44253,Leopardo,C9099,P5755,379,11,4169
44253,Leopardo,C9926,P4775,70,141,9870
44254,Leopardo,C1010,P1885,197,135,26595
44254,Leopardo,C2969,P7006,172,117,20124
44254,Leopardo,C3112,P2070,268,176,47168
44254,Leopardo,C3564,P7379,108,98,10584
44254,Leopardo,C5052,P8983,348,136,47328
44254,Leopardo,C6064,P6412,81,88,7128
44254,Leopardo,C8390,P4732,369,144,53136
44255,Leopardo,C1030,P5966,350,103,36050
44255,Leopardo,C1894,P5894,273,160,43680
44255,Leopardo,C1981,P7532,249,123,30627
44255,Leopardo,C2389,P1677,201,18,3618
44255,Leopardo,C2603,P7826,358,41,14678
44255,Leopardo,C2822,P7123,345,132,45540
44255,Leopardo,C4275,P2875,68,160,10880
44255,Leopardo,C4547,P1722,127,166,21082
44255,Leopardo,C5378,P6926,248,50,12400
44255,Leopardo,C5420,P4290,302,193,58286
44255,Leopardo,C5671,P5202,60,92,5520
44255,Leopardo,C6210,P9294,117,28,3276
44255,Leopardo,C6276,P2051,107,139,14873
44255,Leopardo,C7566,P6186,28,63,1764
44256,Leopardo,C2547,P4655,121,170,20570
44256,Leopardo,C4327,P6170,75,185,13875
44256,Leopardo,C5727,P4480,148,91,13468
44256,Leopardo,C6395,P6212,318,113,35934
44256,Leopardo,C7895,P6712,92,10,920
44256,Leopardo,C8269,P6114,343,72,24696
44256,Leopardo,C9210,P3403,89,188,16732
44256,Leopardo,C9530,P9399,117,195,22815
44257,Leopardo,C1793,P6703,390,124,48360
44257,Leopardo,C1858,P5605,231,96,22176
44257,Leopardo,C3180,P1153,356,48,17088
44257,Leopardo,C4363,P4676,392,171,67032
44257,Leopardo,C4782,P2207,321,191,61311
44257,Leopardo,C5504,P9654,313,32,10016
44257,Leopardo,C5903,P2812,206,126,25956
44257,Leopardo,C6042,P9237,30,42,1260
44257,Leopardo,C7270,P1890,135,124,16740
44257,Leopardo,C8095,P5855,109,143,15587
44257,Leopardo,C8688,P5754,304,76,23104
44257,Leopardo,C9361,P7979,113,190,21470
44257,Leopardo,C9803,P8701,19,16,304
44257,Leopardo,C9946,P3765,115,75,8625
44258,Leopardo,C2378,P2198,117,52,6084
44258,Leopardo,C2773,P8373,320,172,55040
44258,Leopardo,C3498,P6839,211,55,11605
44258,Leopardo,C4378,P7064,165,76,12540
44258,Leopardo,C4417,P8737,23,11,253
44258,Leopardo,C4730,P4475,397,111,44067
44258,Leopardo,C5682,P4405,394,197,77618
44258,Leopardo,C5838,P1219,174,64,11136
44258,Leopardo,C6025,P7448,157,149,23393
44258,Leopardo,C7526,P4657,230,134,30820
44258,Leopardo,C7655,P7242,236,110,25960
44258,Leopardo,C9996,P6586,381,51,19431
44259,Leopardo,C1792,P7756,134,143,19162
44259,Leopardo,C1796,P6140,131,60,7860
44259,Leopardo,C1936,P5220,146,144,21024
44259,Leopardo,C2448,P7283,387,160,61920
44259,Leopardo,C2520,P8642,231,10,2310
